,_step,rmsd_linear,lr_duration_time,estimator_coef_err_sum,estimator_intercept_err,X,_wandb,geodesic_tol,estimator_coef_err,model,estimator_intercept_hat,estimator_coef_err_norm,true_coef,lr_coef_err,linear_noise,noise_factor,lr_intercept_err,lr_intercept_err_sum,_runtime,_timestamp,true_intercept,lr_coef_err_sum,estimator_intercept_err_norm,estimator,rmsd_geodesic,lr_coef_err_norm,estimator_intercept_err_sum,estimator_coef_hat,linear_coef_hat,linear_intercept_hat,lr_intercept_err_norm,estimator_duration_time,line vs geodesic,n_gr_iterations,n_gr_jacobian_evaluations,n_gr_function_evaluations,n_X,model,full_run,use_cuda,device_id,estimator,tol_factor,project_dir,torch_dtype,dataset_name,linear_noise,noise_factor,space_dimension,project_linear_noise,0
24,4,0.004807115165355907,0.002631664276123047,0.006005621881975133,"[0.0005312431706367415, -0.0002247115797966992, 0.00019890960724369688, -0.00021886595310560697, -0.0002735665224891659, -0.0004672743226023512, -0.0001755134162422095, 0.0011553261019720815, -0.0007171152308870776, -0.00013362912206876798, 0.0008569184069231461]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",{'runtime': 4},0.01,"[-0.004546311237885847, 0.00037939932085173655, 0.0046868462306131065, -0.0006806524694959459, -0.00023392606470383492, -0.0006805865418214041, 0.0006772296033058789, 0.0004381730390449756, 0.002409712488891408, -0.00011328537347929552, 0.003669022886654355]",3,"[0.4659654037411893, 0.3406139412482217, 0.22071747565760036, 0.44300468000348686, 0.3104644420026777, 0.3809287946728194, 0.08606688428916769, 0.167691662813231, 0.28028286103852096, 0.13874572275617428, 0.21692685056420163]",0.007980760419921533,"[-0.27980862417507113, -0.06746240918355981, 0.19265774908676395, -0.07584816339791145, 0.009244901595345856, -0.0692470202783719, 0.0529386679278695, 0.2618733019318816, 0.2425143248171507, 0.012221404399084037, 0.22838440316162648]","[0.004668702839369598, -0.0002900137300224648, -0.004628879001500941, 0.000796917627751359, 0.0003153906041510057, 0.0007805232583226601, -0.000654659173926736, -0.00039399952068641664, -0.0023362295031156555, 0.00014969015601472117, -0.0036119639167800366]",True,0.01,"[-0.007176637434530009, -0.004632975434025854, -0.003346685490600465, -0.0060990729406772415, -0.004154141561621971, -0.0049653656137046975, -0.0010519349000201322, -0.0035468705272151957, -0.003280156608155227, -0.0018451016990497504, -0.003950633688084293]",-0.04404957589768484,6.271609783172607,1709515665.5668728,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]",-0.005204520360422906,0.001829035097108224,Lin2015,0.004807121142024784,0.007985089448361246,0.0005317211395837879,"[-0.2751392731597385, -0.0677519491063691, 0.1880291771118388, -0.07505062953345502, 0.00956072406758633, -0.06846596713331014, 0.05228412847631948, 0.26147953567680704, 0.24017848519837393, 0.01237128755578451, 0.22477274099851555]","[-0.27513992133570153, -0.06775242291358227, 0.188028870085263, -0.07505124577016009, 0.00956029219949686, -0.06846649702004924, 0.05228400875394276, 0.26147930241119516, 0.24017809531403508, 0.012371094555098756, 0.22477243924484644]","[0.459319229768114, 0.33575568462012256, 0.21756933047269905, 0.4366860002247944, 0.30603621476212145, 0.37549551782346, 0.08483929210804503, 0.16529983724862313, 0.27628512077459366, 0.13676675993178017, 0.2138327719551344]",0.014378369876360564,0.004683256149291992,,,,,20,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.01,10,True,run_47h3pn4y
25,4,0.005320856468618899,0.0011203289031982422,0.002399107709705889,"[-0.0004231651493005195, -0.0001519582053755575, 0.0009088453286080768, 0.0001571523762525784, 0.0003067366935342597, -0.0003029459852294525]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",{'runtime': 4},0.01,"[-0.0030127751139462366, 0.0008636152738089042, 0.0030883318306167973, -0.00012843019331346128, 0.0016824094111649035, -9.404349862501826e-05]",3,"[0.5157976491621377, 0.37620594355143944, 0.2431543619326425, 0.4890221620558613, 0.3423848195713803, 0.420627851875975]",0.004713414754223852,"[-0.22292968373167657, 0.08226288286311118, 0.44551225102136494, -0.07990928267638758, 0.22241005649961337, -0.14727712474340615]","[0.0031200115060100453, -0.0007853549172867347, -0.00303745624184959, 0.00023026248630565735, -0.0016110550786223587, 0.00018150598406510565]",True,0.01,"[-0.007470733683779263, -0.0056055935146397395, -0.004630141497778462, -0.007641272207383587, -0.005546681213431159, -0.006134449978072665]",-0.037028872095084875,6.18287992477417,1709515652.3358018,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]",-0.001902086261377875,0.0011129781712077825,Lin2015,0.005320868414080088,0.004717929446918272,0.0004946650584893852,"[-0.21961655752289305, 0.08161837949698711, 0.4425658318022877, -0.07949593023294765, 0.22092719033920935, -0.1469381356402822]","[-0.21980967222566652, 0.08147752794582444, 0.44247479477951535, -0.07967902019008193, 0.220799001420991, -0.14709561875934105]","[0.507903430951917, 0.37044815885583016, 0.23943291497571803, 0.4815377393114503, 0.3371446629286464, 0.41419019545509145]",0.01534467140993948,0.0020203590393066406,,,,,20,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.01,5,True,run_hilc0osl
26,4,0.0033354844857661527,0.001031637191772461,-0.0006542329248582918,"[0.0003542683166239957, -0.00045956563390525673, -3.401861945528939e-05, -2.397485632021912e-06]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",{'runtime': 4},0.01,"[-0.00013973936465994097, -0.0014174247237275228, -0.0006664232457401359, 0.001569354409269308]",3,"[0.6130605360469403, 0.4480507621100692, 0.290525669780516, 0.5822388933358945]",0.002221623987497759,"[0.02547580789327419, 0.3115053658478457, -0.10387523658009457, -0.2144822748315094]","[0.0002216805724331063, 0.00147735780425734, 0.0007052678820508307, -0.0014915106539754863]",True,0.01,"[-0.004787857153616959, -0.0027806900428180015, -0.0020670322517598594, -0.004208292516207579]",-0.0138438719644024,6.2099609375,1709515634.27342,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]",0.0009127956047657904,0.0005812655386631309,Lin2015,0.003335488435932004,0.002225698805851588,-0.00014171342236857232,"[0.02553539415304057, 0.31286425822160524, -0.10324678420970392, -0.21612773050016756]","[0.0256974884657073, 0.31298272365210306, -0.10316996869804372, -0.21597378548548488]","[0.6086268436227338, 0.4448104307678552, 0.2884245698313182, 0.5780281049737741]",0.007255216155942732,0.0018992424011230469,,,,,20,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.01,3,True,run_n5jhxlk9
27,5,0.002143016113715514,0.0019431114196777344,0.0005201145809151167,"[0.00027022476384352956, 0.00012080275716241928, -0.0007549117324583965]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",{'runtime': 5},0.01,"[-0.0002475565741246674, -0.00045287969329715905, 0.0012205508483369432]",3,"[0.7542195136535558, 0.5504087284739265, 0.35805468415300623]",0.0013251900419823952,"[-0.06153535730683801, -0.06440989090257054, 0.22918386477442648]","[1.872360705271886e-05, 0.00028589116776707446, -0.0013290992318583383]",True,0.01,"[-0.002354360814780132, -0.0016417481309041193, -0.0002345014754178698]",-0.004230610421102121,6.436708688735962,1709515621.3329136,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]",-0.001024484457038545,0.0008108677160521754,Lin2015,0.0021430168213872197,0.0013596282953052688,-0.0003638842114524477,"[-0.06143594080973822, -0.06406511227537863, 0.22789307331203865]","[-0.06151663369978529, -0.06412399973480347, 0.22785476554256817]","[0.7521351296209217, 0.5488876021383111, 0.35706515331623023]",0.002879816437461335,0.0037903785705566406,"{'size': 103789, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': 'e61c9cc2b50c6824ea8752165e49363a52f83e7bc61554056b92123658487b29', 'path': 'media/images/line vs geodesic_5_e61c9cc2b50c6824ea87.png'}",,,,20,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.01,2,True,run_my78q3zo
28,4,0.0014597521263088151,0.002094745635986328,0.004362212427449268,"[-5.551115123125783e-17, 0, -8.326672684688674e-17, -5.551115123125783e-17, -5.551115123125783e-17, -1.1102230246251563e-16, -4.163336342344337e-17, -5.551115123125783e-17, -1.6653345369377348e-16, -5.551115123125783e-17, -2.7755575615628914e-17]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",{'runtime': 5},0.01,"[-0.002405242042357869, -0.0005799085833234213, 0.001656090905902824, -0.0006519927396023834, 7.946940899389299e-05, -0.0005952491456350517, 0.000455062134492569, 0.0022510695566821948, 0.0020846592975607425, 0.00010505550271726338, 0.0019631981320185066]",3,"[0.4664958672026441, 0.3403886600541484, 0.2209160159632996, 0.4427850731654717, 0.3101903563237435, 0.3804608834371648, 0.0858912270080652, 0.16884670777583838, 0.27956527738274906, 0.13861186163082995, 0.2177834056432187]",0.004809910128804931,"[-0.27980862417507113, -0.06746240918355981, 0.19265774908676395, -0.07584816339791145, 0.009244901595345856, -0.0692470202783719, 0.0529386679278695, 0.2618733019318816, 0.2425143248171507, 0.012221404399084037, 0.22838440316162648]","[0.002405242042357869, 0.0005799085833234074, -0.001656090905902824, 0.0006519927396023695, -7.946940899390686e-05, 0.000595249145635024, -0.00045506213449257593, -0.0022510695566821948, -0.0020846592975607703, -0.00010505550271726512, -0.0019631981320185066]",True,0.0,"[-0.006697431033845291, -0.004886923412818545, -0.00317166750063258, -0.0063570177119139926, -0.004453369611396141, -0.005462236017600874, -0.001233131115926836, -0.0024241140385692916, -0.004013688644138369, -0.0019900356016275267, -0.0031266929509105312]",-0.04381630763937998,6.453833103179932,1709515608.119621,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]",-0.0043622124274493735,2.54762318889293e-16,Lin2015,0.001459752358730948,0.004809910128804937,-7.077671781985373e-16,"[-0.27740338213271326, -0.0668825006002364, 0.19100165818086112, -0.07519617065830908, 0.009165432186351947, -0.06865177113273688, 0.05248360579337692, 0.2596222323751994, 0.24042966551958997, 0.012116348896366768, 0.22642120502960797]","[-0.27740338213271326, -0.0668825006002364, 0.19100165818086112, -0.07519617065830908, 0.009165432186351947, -0.06865177113273688, 0.05248360579337692, 0.2596222323751994, 0.24042966551958997, 0.01211634889636677, 0.22642120502960797]","[0.45979843616879873, 0.3355017366413299, 0.21774434846266696, 0.4364280554535577, 0.3057369867123473, 0.3749986474195638, 0.08465809589213832, 0.16642259373726903, 0.2755515887386105, 0.1366218260292024, 0.21465671269230815]",0.014356892535847291,0.0041086673736572266,,,,,20,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.0,10,True,run_edgclkwz
29,4,0.0015971409157948813,0.002087831497192383,0.0027386353218010473,"[0, 0, 0, 0, 5.551115123125783e-17, -5.551115123125783e-17]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",{'runtime': 5},0.01,"[-0.002034608387557424, 0.000750787192877328, 0.00406604875364508, -0.0007293066318290742, 0.0020298659149218523, -0.0013441515202567145]",3,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420775, 0.42032464543316417]",0.005262608884567251,"[-0.22292968373167657, 0.08226288286311118, 0.44551225102136494, -0.07990928267638758, 0.22241005649961337, -0.14727712474340615]","[0.002034608387557424, -0.0007507871928773141, -0.00406604875364508, 0.0007293066318290881, -0.0020298659149218523, 0.0013441515202567145]",True,0.0,"[-0.007855338237242937, -0.005731815102417048, -0.0037200115787136, -0.007456071448123269, -0.00522330493829537, -0.00640659250286757]",-0.036393133807659794,6.452782154083252,1709515593.9383602,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]",-0.0027386353218010195,7.850462293418876e-17,Lin2015,0.0015971412202862854,0.005262608884567251,0.0,"[-0.22089507534411915, 0.08151209567023386, 0.44144620226771986, -0.0791799760445585, 0.22038019058469152, -0.14593297322314944]","[-0.22089507534411915, 0.08151209567023386, 0.44144620226771986, -0.0791799760445585, 0.22038019058469152, -0.14593297322314944]","[0.5075188263984534, 0.3703219372680529, 0.2403430448947829, 0.4817229400707106, 0.3374680392037822, 0.41391805293029654]",0.015242010128302933,0.004045963287353516,,,,,20,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.0,5,True,run_hyfvod1z
30,4,0.0005066799032379857,0.0026268959045410156,7.910868910172494e-05,"[0, -5.551115123125783e-17, 0, -1.1102230246251563e-16]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",{'runtime': 5},0.01,"[0.00010821490051666702, 0.0013231973767756089, -0.0004412361892406902, -0.0009110673989498608]",3,"[0.6134147007763507, 0.44759112081067326, 0.29049160208307806, 0.5822363974899818]",0.0016695193747676591,"[0.02547580789327419, 0.3115053658478457, -0.10387523658009457, -0.2144822748315094]","[-0.00010821490051673294, -0.0013231973767756644, 0.0004412361892406624, 0.0009110673989498052]",True,0.0,"[-0.004354612602942454, -0.003177435971424281, -0.00206219118954748, -0.0041332787609960064]",-0.01372751852491022,6.41321587562561,1709515580.7374709,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]",-7.910868910192964e-05,1.2412670766236366e-16,Lin2015,0.0005066799127139736,0.00166951937476767,-1.6653345369377348e-16,"[0.02536759299275753, 0.3101821684710701, -0.10343400039085388, -0.21357120743255953]","[0.02536759299275746, 0.31018216847107005, -0.1034340003908539, -0.2135712074325596]","[0.6090600881734083, 0.4444136848392489, 0.2884294108935306, 0.5781031187289857]",0.007098970072662241,0.004601001739501953,,,,,20,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.0,3,True,run_yatrieuf
31,5,0.00012417786674867397,0.0013442039489746094,0.00017179414528097764,"[-1.1102230246251563e-16, 1.1102230246251563e-16, 1.1102230246251563e-16]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",{'runtime': 5},0.01,"[-0.00010239786685260072, -0.00010718123240507917, 0.0003813732445386575]",3,"[0.7544894904357019, 0.5505293502692151, 0.357299654791648]",0.000409168292229221,"[-0.06153535730683801, -0.06440989090257054, 0.22918386477442648]","[0.00010239786685260766, 0.00010718123240509304, -0.0003813732445386575]",True,0.0,"[-0.002099025228351592, -0.0015315985309429792, -0.000994024435060081]",-0.0046246481943546525,6.506890773773193,1709515566.6369998,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]",-0.00017179414528095682,1.9229626863835638e-16,Lin2015,0.00012417786615558885,0.00040916829222922634,1.1102230246251563e-16,"[-0.0614329594399854, -0.06430270967016545, 0.22880249152988785]","[-0.061432959439985405, -0.06430270967016545, 0.22880249152988785]","[0.7523904652073502, 0.5489977517382723, 0.356305630356588]",0.002782047006565428,0.0025985240936279297,"{'width': 800, 'format': 'png', 'height': 800, 'sha256': 'f9e6dc563b01d5990eff1c5f7e8e52be2cd69f12358e3e9a8398d395881c40d8', 'path': 'media/images/line vs geodesic_5_f9e6dc563b01d5990eff.png', 'size': 103788, '_type': 'image-file'}",,,,20,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.0,2,True,run_ziwgydwn
32,4,0.0914844284486928,0.0019683837890625,0.06677539931962087,"[0.005982929571624052, -0.008230395809752766, -0.0026685627119700517, -0.007421535508827737, -0.004486967510979434, 0.0014389398631080574, 0.0017691006016569422, 0.016343068722427023, 0.00994295501179665, -0.0016822332844085297, -0.000766863574093446]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",{'runtime': 4},0.01,"[-0.05101758851425042, 0.005784113268288399, 0.027762024832838933, -0.0031637331176479766, 0.006474631576770286, -0.00861870636962632, -0.0038758808119713217, 0.05839370450315162, 0.02745728328018726, 0.006117679130030975, 0.00146187154184943]",3,"[0.4606425727716276, 0.3487160005513775, 0.2236469973742278, 0.450332102684177, 0.31476510482171144, 0.3791283132352273, 0.08414587009941299, 0.1525479109093679, 0.26969882319372596, 0.14033326046306305, 0.21861145453850603]",0.088042632496142,"[-0.27980862417507113, -0.06746240918355981, 0.19265774908676395, -0.07584816339791145, 0.009244901595345856, -0.0692470202783719, 0.0529386679278695, 0.2618733019318816, 0.2425143248171507, 0.012221404399084037, 0.22838440316162648]","[0.05440490828224784, -0.0032492834166230333, -0.026130304084103828, 0.006444614604833948, -0.00417980340413287, 0.01139857182484453, 0.004496204914686844, -0.05723881012843115, -0.025459202176937173, -0.005093830455484709, 0.0001373594189550409]",True,0.2,"[-0.013403123512505943, 0.0026119629838077807, -0.0009345430207461092, 0.0001661867435437392, -0.000584181402762618, -0.007546398740747751, -0.003124488961821603, -0.018799023120362496, -0.01428675778002636, -0.0005786320237284592, -0.002754944111830554]",-0.059233942947180374,6.3336403369903564,1709515553.2192554,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]",-0.04446957462014457,0.02367371238759892,Lin2015,0.09152719091780044,0.08839010198181729,0.01022043537058076,"[-0.22665154851047056, -0.07165632782389944, 0.16592160864567018, -0.0706234514241389, 0.004212432398013667, -0.058875467455878794, 0.05720693046910487, 0.20422125544572228, 0.2163245366969793, 0.006747425798166368, 0.22792956698319433]","[-0.2254037158928233, -0.07071169260018284, 0.16652744500266012, -0.0694035487930775, 0.005065098191212986, -0.05784844845352737, 0.05743487284255634, 0.2046344918034504, 0.21705512264021357, 0.007127573943599326, 0.22852176258058152]","[0.4530927436901381, 0.3430006230379562, 0.2199814729425534, 0.4429512599090154, 0.3096061749209808, 0.3729144846964169, 0.08276673804624356, 0.15004768465547583, 0.26527851960272253, 0.13803322960710146, 0.21502846153138816]",0.028633165081302592,0.003899097442626953,,,,,10,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.2,10,True,run_5p9218qf
33,4,0.11652944192766876,0.0013844966888427734,0.010336863255811554,"[0.015965694228915528, -0.005792725816111899, 0.013457306483229542, 0.0016393997502735511, -0.019012529023488933, -0.006529855391125439]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",{'runtime': 5},0.01,"[-0.05680306188277018, 0.030745017685450196, 0.006660082258374167, 0.021726495588772377, -0.026964296172956648, 0.03497262577894164]",3,"[0.4996297142831806, 0.38201301057733345, 0.23070880020311557, 0.4877535597158291, 0.3618596445863731, 0.42704065435055394]",0.08147637129849694,"[-0.22292968373167657, 0.08226288286311118, 0.44551225102136494, -0.07990928267638758, 0.22241005649961337, -0.14727712474340615]","[0.06834395122741468, -0.021914075527643816, -0.001333287808684469, -0.01045461105083456, 0.03533451609458854, -0.025100765046811108]",True,0.2,"[-0.027661961033501492, -0.003152778174644655, -0.01885728083440774, -0.013059684298447616, 0.01053697597320613, -0.003470057711452368]",-0.05566478607924774,6.433767557144165,1709515542.0184135,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]",0.04487572788802927,0.029603396177037927,Lin2015,0.11667175682009616,0.08450310856877091,-0.0002727097683076496,"[-0.16651393309086043, 0.05122859753490662, 0.4386710024824736, -0.10200856203015726, 0.24910550589855077, -0.18257309323409937]","[-0.15458573250426189, 0.06034880733546736, 0.44417896321268047, -0.09036389372722214, 0.2577445725942019, -0.17237788979021726]","[0.4877122036021948, 0.3729009741958253, 0.22520577563908875, 0.47611932722038625, 0.3532283201152837, 0.41685458772171174]",0.03774050418398043,0.0026273727416992188,,,,,10,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.2,5,True,run_uwhrm4ll
34,4,0.0617232026814738,0.0011014938354492188,-0.01794426453112699,"[-0.008900173257739619, 0.017736253830541726, 0.00017469337448078326, -0.003645867136314096]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",{'runtime': 5},0.01,"[-0.0042510054683760345, -0.021062628051114866, -0.02654497977123718, 0.03391434875960109]",3,"[0.6224409670284374, 0.4299435847287611, 0.29037602614257685, 0.586001296890145]",0.04813028517217637,"[0.02547580789327419, 0.3115053658478457, -0.10387523658009457, -0.2144822748315094]","[0.011223782972077871, 0.02595693704789709, 0.02981198303828403, -0.0273343324176574]",True,0.2,"[0.002107512196545147, -0.022426581932151413, -0.00334325601769353, -0.002748808829497684]",-0.02641113458279748,6.430731534957886,1709515528.8408823,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]",0.0396583706406016,0.020176983146891217,Lin2015,0.06173721890304752,0.04935236515615769,0.005364906810968795,"[0.03376039826405373, 0.33543209108426236, -0.07543442143216837, -0.24458373018516733]","[0.036699590865352065, 0.3374623028957428, -0.07406325354181054, -0.2418166072491668]","[0.6155222129728959, 0.4251645388785218, 0.28714834606538453, 0.579487588660484]",0.022937447451690327,0.001987934112548828,,,,,10,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.2,3,True,run_qrjvfono
35,5,0.02264018263442149,0.001453876495361328,-0.025956899241564677,"[0.0044830136196615245, 0.005217595431637245, -0.016602019156463865]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",{'runtime': 5},0.01,"[0.017450123289637687, 0.01212742964429682, -0.05553445217549918]",3,"[0.7501278408993696, 0.5454001011667327, 0.37396116369880944]",0.0594613885730373,"[-0.06153535730683801, -0.06440989090257054, 0.22918386477442648]","[-0.022838519682889705, -0.01605057067566175, 0.05289979869941863]",True,0.2,"[-0.00813000796913399, -0.007869132837524884, 0.014782869523406184]",-0.00121627128325269,6.423843860626221,1709515515.617256,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]",0.014010708340867178,0.017970747154025225,Lin2015,0.022640996706346443,0.05981310477444861,-0.006901410105165096,"[-0.0831091591949364, -0.07954091536808292, 0.2827141631200437]","[-0.08437387698972772, -0.08046046157823229, 0.2820836634738451]","[0.7463594824665678, 0.5426602174316904, 0.3720825243150543]",0.018615947801249495,0.0027353763580322266,"{'size': 103966, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': '0b86c5099d456d32b88b1f5a753b73172966820486e8be0e1a44a609869a0156', 'path': 'media/images/line vs geodesic_5_0b86c5099d456d32b88b.png'}",,,,10,3,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.2,2,True,run_zy6831gj
