,true_intercept,model,_timestamp,lr_intercept_err,estimator_coef_err_sum,estimator_intercept_err,X,geodesic_tol,lr_coef_err_sum,linear_intercept_hat,estimator_coef_err_norm,estimator_intercept_err_sum,_wandb,estimator,estimator_coef_hat,lr_intercept_err_norm,estimator_intercept_err_norm,_step,lr_intercept_err_sum,rmsd_geodesic,linear_coef_hat,estimator_intercept_hat,rmsd_linear,true_coef,noise_factor,lr_coef_err_norm,estimator_coef_err,estimator_duration_time,_runtime,linear_noise,lr_duration_time,lr_coef_err,line vs geodesic,mesh_diameter,estimator_coef_hat_fig,n_vertices,n_gr_iterations,n_faces,estimator_y_prediction_fig,estimator_intercept_hat_fig,true_coef_fig,true_intercept_fig,n_gr_function_evaluations,mesh_sequence_vertices,n_gr_jacobian_evaluations,n_X,model,full_run,use_cuda,device_id,estimator,tol_factor,project_dir,torch_dtype,dataset_name,linear_noise,noise_factor,space_dimension,project_linear_noise,n_steps,end_shape,start_shape,n_subdivisions,0
88,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]",2,1709767728.32314,"[0.3150722031704629, 0.10545289012787662, 0.06803886534184794, 0.13260097988808606, 0.10142889152640756, 0.12161477101504804, 0.02820161019999287, 0.05346629411367321, 0.08762851687832718, 0.043672620961551056, 0.06542740646493256]",NaN,"[-0.31517848620281264, -0.10548901364939822, -0.06806229782936407, -0.13264783245153167, -0.10146197077180252, -0.12165525998803506, -0.02821077328688651, -0.05348424769961957, -0.08765821622844949, -0.0436873530437919, -0.06545045710641839]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",0.01,1.1897638086469655,"[2.458712187512748, 0.8351234683447586, 0.5416031641045269, 1.0817725542615038, 0.7663651929297541, 0.9371857502666476, 0.21232143741386827, 0.4154127669286431, 0.6869156892676276, 0.3408064831994905, 0.5322765179965859]",NaN,-1.12298590825811,{'runtime': 4},LR,"[3.467103245918064, 1.3784273047660405, 1.147114339545009, 1.813626197748701, 1.3183501713621255, 1.510158106873983, 0.41860400727583447, 1.0037321359253253, 1.452496090264878, 0.6103408663158665, 1.1807926898663]",0.4185712133071417,0.4187130166433576,4,1.122605049688206,,"[3.467103245918064, 1.3784273047660405, 1.147114339545009, 1.813626197748701, 1.3183501713621255, 1.510158106873983, 0.41860400727583447, 1.0037321359253253, 1.452496090264878, 0.6103408663158665, 1.1807926898663]","[2.458712187512748, 0.8351234683447586, 0.5416031641045269, 1.0817725542615038, 0.7663651929297541, 0.9371857502666476, 0.21232143741386827, 0.4154127669286431, 0.6869156892676276, 0.3408064831994905, 0.5322765179965859]",0.39913863090102575,"[3.1954475256573662, 1.2659835120415546, 1.0580789425328172, 1.6587276879184565, 1.2243913326705242, 1.4211786981468153, 0.3894108239177472, 0.9233170579023782, 1.3376894072740466, 0.5552225181719327, 1.0815338409815232]",0.01,0.4104834201992878,"['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",0.010740280151367188,6.30492091178894,True,0.010740280151367188,"[0.27165572026069773, 0.11244379272448568, 0.08903539701219176, 0.15489850983024467, 0.09395883869160147, 0.08897940872716803, 0.02919318335808724, 0.08041507802294712, 0.1148066829908314, 0.05511834814393379, 0.09925884888477676]",,,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.01,10.0,False,,,,,run_8jr9afiq
89,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]",2,1709767715.1290207,"[0.17730579350316877, 0.06821215683290871, 0.04621965802943789, 0.09244538384754696, 0.06205351192045861, 0.07540204081730995]",NaN,"[-0.17742587024451106, -0.06825737184778391, -0.04624907887541707, -0.09250434494436532, -0.06209471142592682, -0.07545254608517837]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",0.01,0.38966995093348467,"[2.117642177354648, 0.7978827350497907, 0.5197839567921169, 1.041616958220965, 0.7269898133238052, 0.8909730200689097]",NaN,-0.5219839234231826,{'runtime': 5},LR,"[2.2631247482891403, 1.1804354548543914, 1.161184836655937, 1.3286845970830097, 1.2314052831175002, 1.0639116626409622]",0.2372946578280723,0.23745289905959135,4,0.521638544950831,,"[2.2631247482891403, 1.1804354548543914, 1.161184836655937, 1.3286845970830097, 1.2314052831175002, 1.0639116626409622]","[2.117642177354648, 0.7978827350497907, 0.5197839567921169, 1.041616958220965, 0.7269898133238052, 0.8909730200689097]",0.21215726408322805,"[2.143691531548964, 1.1211364684305278, 1.1197527312317004, 1.2714803803105312, 1.1691177630113967, 1.013897757174336]",0.01,0.17073585074387315,"['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",0.0031023025512695312,6.3230977058410645,True,0.0031023025512695312,"[0.11943321674017636, 0.05929898642386355, 0.04143210542423659, 0.05720421677247845, 0.0622875201061035, 0.05001390546662621]",,,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.01,5.0,False,,,,,run_tm88ntbe
90,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]",2,1709767701.1587107,"[0.023930168652784634, 0.010200349478850734, 0.007105223193375088, 0.014015934786219542]",NaN,"[-0.023930440390351304, -0.010200471049937376, -0.00710530214774141, -0.01401609301078588]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",0.01,0.016599532849094878,"[1.654147631255998, 0.7398709276957327, 0.48066952195605406, 0.9631875091596372]",NaN,-0.05525230659881597,{'runtime': 5},LR,"[0.5090493795655104, 0.6914703980770024, 0.14122932321028148, 0.2765708682729124]",0.03039129358550967,0.030391639784889315,4,0.05525167611123,,"[0.5090493795655104, 0.6914703980770024, 0.14122932321028148, 0.2765708682729124]","[1.654147631255998, 0.7398709276957327, 0.48066952195605406, 0.9631875091596372]",0.02796583640135639,"[0.5054776609671856, 0.6854569994882734, 0.13882352152092126, 0.2719622543002315]",0.01,0.00871466240598365,"['NaN', 'NaN', 'NaN', 'NaN']",0.0010404586791992188,6.61916971206665,True,0.0010404586791992188,"[0.0035717185983248356, 0.006013398588728958, 0.0024058016893602208, 0.004608613972680864]",,,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.01,3.0,False,,,,,run_xpzlp0iy
91,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]",2,1709767687.8715932,"[0.010640061406737678, 0.006155574743965331, 0.003472492447736286]",NaN,"[-0.010640193149189514, -0.006155647291645416, -0.0034725394975430035]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",0.01,0.013443258412916216,"[1.3360389816484688, 0.7358261529608473, 0.47703679121041526]",NaN,-0.020268379938377937,{'runtime': 5},LR,"[0.3132925318230843, 0.274571029612521, 0.4502336194289029]",0.012773418139530151,0.012773575630699386,5,0.020268128598439294,,"[0.3132925318230843, 0.274571029612521, 0.4502336194289029]","[1.3360389816484688, 0.7358261529608473, 0.47703679121041526]",0.012308516141709504,"[0.30819188498582417, 0.27014702401036017, 0.4463150134554077]",0.01,0.007806657191264061,"['NaN', 'NaN', 'NaN']",0.004098415374755859,6.399750232696533,True,0.004098415374755859,"[0.005100646837260137, 0.00442400560216083, 0.003918605973495248]","{'height': 800, 'sha256': '4b7e51f8a6f28a67bfd3d26ee1daa38fb9fae911fb62179a58cac20b67b401c4', 'path': 'media/images/line vs geodesic_5_4b7e51f8a6f28a67bfd3.png', 'size': 25742, '_type': 'image-file', 'width': 800, 'format': 'png'}",,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.01,2.0,False,,,,,run_zmkjts5u
92,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]",2,1709767674.5018935,"[0.3143378040300031, 0.10699699991478295, 0.06944223975451808, 0.13918405633200748, 0.09750453356424492, 0.11959321178980764, 0.02699885362632412, 0.05307489143330696, 0.08787791566129088, 0.04357093842298537, 0.06845754212652605]",NaN,"[-0.314337804030004, -0.10699699991478329, -0.06944223975451824, -0.1391840563320078, -0.09750453356424528, -0.11959321178980796, -0.026998853626324204, -0.053074891433307125, -0.0878779156612911, -0.04357093842298548, -0.06845754212652622]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",0.01,1.2225466476505198,"[2.457977788372288, 0.8366675781316649, 0.543006538517197, 1.0883556307054252, 0.7624408349675915, 0.9351641910414074, 0.21111868084019952, 0.4150213642482769, 0.6871650880505913, 0.3407048006609248, 0.5353066536581794]",NaN,-1.1270389866558006,{'runtime': 4},LR,"[3.4722945828612595, 1.3756657418272729, 1.1497487443923733, 1.8024364721859667, 1.3304701008537243, 1.544306722369922, 0.4231485835834436, 1.0033113648950571, 1.4535840895941563, 0.6033258648909855, 1.1752357274115195]",0.419659363784412,0.4196593637844132,4,1.1270389866557975,,"[3.4722945828612595, 1.3756657418272729, 1.1497487443923733, 1.8024364721859667, 1.3304701008537243, 1.544306722369922, 0.4231485835834436, 1.0033113648950571, 1.4535840895941563, 0.6033258648909855, 1.1752357274115195]","[2.457977788372288, 0.8366675781316649, 0.543006538517197, 1.0883556307054252, 0.7624408349675915, 0.9351641910414074, 0.21111868084019952, 0.4150213642482769, 0.6871650880505913, 0.3407048006609248, 0.5353066536581794]",0.38463169046035295,"[3.1954475256573662, 1.2659835120415546, 1.0580789425328172, 1.6587276879184565, 1.2243913326705242, 1.4211786981468153, 0.3894108239177472, 0.9233170579023782, 1.3376894072740466, 0.5552225181719327, 1.0815338409815232]",0.0,0.41976915766273487,"['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",0.0012726783752441406,6.3300275802612305,True,0.0012726783752441406,"[0.27684705720389324, 0.10968222978571827, 0.09166980185955607, 0.14370878426751044, 0.10607876818320028, 0.12312802422310676, 0.033737759665696365, 0.07999430699267918, 0.11589468232010992, 0.04810334671905281, 0.09370188642999656]",,,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.0,10.0,False,,,,,run_dmq8fazq
93,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]",2,1709767663.4010775,"[0.17680649032798246, 0.06648872592598454, 0.04315192061835321, 0.08649000048689293, 0.06059003723335554, 0.07431610500886665]",NaN,"[-0.17680649032798246, -0.06648872592598454, -0.04315192061835321, -0.08649000048689293, -0.06059003723335554, -0.07431610500886665]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",0.01,0.42391061188509926,"[2.1171428741794616, 0.7961593041428665, 0.5167162193810322, 1.0356615748603106, 0.7255263386367021, 0.8898870842604664]",NaN,-0.5078432796014354,{'runtime': 5},LR,"[2.259615081161451, 1.1817637168511832, 1.1803051518492609, 1.3402377163260022, 1.2323396767096626, 1.0687259006949954]",0.23284743977605457,0.23284743977605457,4,0.5078432796014354,,"[2.259615081161451, 1.1817637168511832, 1.1803051518492609, 1.3402377163260022, 1.2323396767096626, 1.0687259006949954]","[2.1171428741794616, 0.7961593041428665, 0.5167162193810322, 1.0356615748603106, 0.7255263386367021, 0.8898870842604664]",0.2111502664712485,"[2.143691531548964, 1.1211364684305278, 1.1197527312317004, 1.2714803803105312, 1.1691177630113967, 1.013897757174336]",0.0,0.18030872191328395,"['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",0.0021779537200927734,6.45698881149292,True,0.0021779537200927734,"[0.11592354961248708, 0.060627248420655366, 0.0605524206175605, 0.06875733601547096, 0.06322191369826591, 0.054828143520659456]",,,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.0,5.0,False,,,,,run_6cksvi5d
94,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]",2,1709767650.0971491,"[0.023189742124902105, 0.010379518642842587, 0.006736422728738367, 0.013501906676216202]",NaN,"[-0.023189742124902105, -0.010379518642842587, -0.006736422728738367, -0.013501906676216202]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",0.01,0.013608334804605549,"[1.6534072047281154, 0.7400500968597246, 0.48030072149141734, 0.962673481049634]",NaN,-0.05380759017269926,{'runtime': 5},LR,"[0.5097722364067554, 0.6912806926446649, 0.14000297638509385, 0.27427286564470327]",0.029549609509265776,0.029549609509265776,4,0.05380759017269926,,"[0.5097722364067554, 0.6912806926446649, 0.14000297638509385, 0.27427286564470327]","[1.6534072047281154, 0.7400500968597246, 0.48030072149141734, 0.962673481049634]",0.02639670029654692,"[0.5054776609671856, 0.6854569994882734, 0.13882352152092126, 0.2719622543002315]",0.0,0.007686925181617045,"['NaN', 'NaN', 'NaN', 'NaN']",0.0014467239379882812,6.345654249191284,True,0.0014467239379882812,"[0.004294575439569792, 0.0058236931563914185, 0.001179454864172591, 0.002310611344471747]",,,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.0,3.0,False,,,,,run_q8vpy6hk
95,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]",2,1709767637.1119304,"[0.010842022433748877, 0.0059688480633675045, 0.003873848599537933]",NaN,"[-0.010842022433748877, -0.0059688480633675045, -0.003873848599537933]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",0.01,0.00500879486443051,"[1.33624094267548, 0.7356394262802495, 0.4774381473622169]",NaN,-0.02068471909665431,{'runtime': 5},LR,"[0.30969841308955964, 0.2714675781963694, 0.44849672603009344]",0.012968550444426004,0.012968550444426004,5,0.02068471909665431,,"[0.30969841308955964, 0.2714675781963694, 0.44849672603009344]","[1.33624094267548, 0.7356394262802495, 0.4774381473622169]",0.011574138566067187,"[0.30819188498582417, 0.27014702401036017, 0.4463150134554077]",0.0,0.0029619858277975374,"['NaN', 'NaN', 'NaN']",0.0021300315856933594,6.538245439529419,True,0.0021300315856933594,"[0.0015065281037354716, 0.0013205541860092374, 0.0021817125746858013]","{'width': 800, 'format': 'png', 'height': 800, 'sha256': '1aa561712b6149cfbdefc6ecbe7ec11dc7e4d2a0b437a37580156148b3a975d2', 'path': 'media/images/line vs geodesic_5_1aa561712b6149cfbdef.png', 'size': 25931, '_type': 'image-file'}",,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.0,2.0,False,,,,,run_z270wi43
96,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]",2,1709767623.053889,"[0.7603987339706064, 0.03590860917143768, -0.07340236324104216, 0.1581364489873438, 0.19175969403737336, 0.15335502560750158, 0.08063533676502774, 0.04390931355743255, 0.16312408897909847, 0.05863825083692592, -0.05185111720730856]",NaN,"[-1.0247719735460614, -0.11103491204068784, 0.031092518165458716, -0.2632916991562967, -0.27082476836477354, -0.24487443544084553, -0.10436438440412546, -0.08291506101674612, -0.2337361138596461, -0.09216565754120236, 0.008773701511749166]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.01,3.370034781024465,"[2.9040387183128913, 0.7655791873883196, 0.4001619355216368, 1.1073080233607615, 0.85669599544072, 0.9689260048591012, 0.26475516397890314, 0.4058557863724025, 0.7624112613683989, 0.35577211307486534, 0.4149979943243448]",NaN,-2.388112785693177,{'runtime': 5},LR,"[3.9630385760915825, 1.5690571572545469, 1.3122010485163742, 2.1426321010721603, 1.552792090376756, 1.512780982435228, 0.562797830048557, 0.9382157310461066, 2.0024260334546975, 0.4339348008941033, 1.4911397770495145]",0.843413769732997,1.1606274365816318,4,1.5206120214643968,,"[3.9630385760915825, 1.5690571572545469, 1.3122010485163742, 2.1426321010721603, 1.552792090376756, 1.512780982435228, 0.562797830048557, 0.9382157310461066, 2.0024260334546975, 0.4339348008941033, 1.4911397770495145]","[2.9040387183128913, 0.7655791873883196, 0.4001619355216368, 1.1073080233607615, 0.85669599544072, 0.9689260048591012, 0.26475516397890314, 0.4058557863724025, 0.7624112613683989, 0.35577211307486534, 0.4149979943243448]",1.1756432956878158,"[3.1954475256573662, 1.2659835120415546, 1.0580789425328172, 1.6587276879184565, 1.2243913326705242, 1.4211786981468153, 0.3894108239177472, 0.9233170579023782, 1.3376894072740466, 0.5552225181719327, 1.0815338409815232]",0.2,1.3231314208590583,"['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",0.0011610984802246094,6.607583999633789,True,0.0011610984802246094,"[0.7675910504342163, 0.3030736452129923, 0.254122105983557, 0.483904413153704, 0.3284007577062318, 0.09160228428841276, 0.17338700613080976, 0.014898673143728391, 0.6647366261806509, -0.1212877172778294, 0.4096059360679911]",,,,,,,,,,,,,,10,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,10.0,False,,,,,run_73dsqzea
97,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]",2,1709767606.084752,"[0.16538942883699925, 0.06295239365307814, -0.07765970049811938, 0.08178182386079835, 0.1092900106191952, 0.1315357831769326]",-2.281241907388392,"[-0.18546251302794836, -0.07050589249980788, 0.0735310659601523, -0.0916068764196255, -0.11651233279759898, -0.14037784695274835]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.01,2.323045489668864,"[2.1057258126884784, 0.7926229718699601, 0.3959045982645596, 1.030953398234216, 0.7742263120225418, 0.9471067624285324]",1.0619385890368902,-0.5309343957375767,{'runtime': 5},LR,"[2.904238212644481, 1.570459743084026, 1.1729936998417594, 1.5744208305245058, 1.4907902589504067, 1.4492193763311418]",0.2707063566121971,0.294018920638555,4,0.47328973964888416,,"[2.904238212644481, 1.570459743084026, 1.1729936998417594, 1.5744208305245058, 1.4907902589504067, 1.4492193763311418]","[2.1057258126884784, 0.7926229718699601, 0.3959045982645596, 1.030953398234216, 0.7742263120225418, 0.9471067624285324]",0.7640987925038843,"[2.143691531548964, 1.1211364684305278, 1.1197527312317004, 1.2714803803105312, 1.1691177630113967, 1.013897757174336]",0.2,1.0806980536366608,"[-0.7459904894305307, -0.4438466423423324, -0.050112883943091546, -0.2958167147838533, -0.3164949663274401, -0.428980210561144]",0.0023152828216552734,6.420801162719727,True,0.0023152828216552734,"[0.7605466810955166, 0.4493232746534981, 0.053240968610059, 0.30294045021397453, 0.32167249593901004, 0.4353216191568059]",,,,,,,,,,,,,,10,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,5.0,False,,,,,run_w4mq1kot
98,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]",2,1709767592.1907916,"[0.016459554603141857, 0.03239276132718416, 0.015207832652226028, 0.012470379487339756]",0.22043720608153625,"[-0.017660357151085604, -0.03294243689234466, -0.015561741489707348, -0.013170938427496504]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.01,-0.16854875139475128,"[1.6466770172063552, 0.7620633395440661, 0.488772131414905, 0.9616419538607576]",0.19790252438431208,-0.07933547396063412,{'runtime': 5},LR,"[0.5035110187118578, 0.4992793761870642, 0.150018429072857, 0.28036286091008156]",0.041315813711823496,0.042576211437414135,4,0.0765305280698918,,"[0.5035110187118578, 0.4992793761870642, 0.150018429072857, 0.28036286091008156]","[1.6466770172063552, 0.7620633395440661, 0.488772131414905, 0.9616419538607576]",0.1105679914291909,"[0.5054776609671856, 0.6854569994882734, 0.13882352152092126, 0.2719622543002315]",0.2,0.18671333976542023,"[0.02421709263899524, 0.1963066460843738, -0.004660545874555638, 0.004574013232722829]",0.0027403831481933594,6.692556619644165,True,0.0027403831481933594,"[-0.001966642255327833, -0.18617762330120924, 0.011194907551935753, 0.008400606609850036]",,,,,,,,,,,,,,10,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,3.0,False,,,,,run_vrt9vgbl
99,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]",2,1709767575.5694876,"[-0.034387971852537724, -0.01190091569373497, -0.016911572283315857]",NaN,"[0.034333096367904714, 0.011870507670273756, 0.016892095203014768]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.01,0.04834582173667129,"[1.2910109483891934, 0.717769662523147, 0.4566527264793631]",NaN,0.06309569924119324,{'runtime': 5},LR,"[0.3235078452286694, 0.2638820854208546, 0.4856098135387393]",0.04012686979536444,0.04006261772407757,5,-0.06320045982958855,,"[0.3235078452286694, 0.2638820854208546, 0.4856098135387393]","[1.2910109483891934, 0.717769662523147, 0.4566527264793631]",0.09061889547602205,"[0.30819188498582417, 0.27014702401036017, 0.4463150134554077]",0.2,0.04263694885049458,"['NaN', 'NaN', 'NaN']",0.0011568069458007812,6.704609632492065,True,0.0011568069458007812,"[0.015315960242845206, -0.006264938589505553, 0.03929480008333164]","{'path': 'media/images/line vs geodesic_5_553d42b2c1811f96ed5a.png', 'size': 25980, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': '553d42b2c1811f96ed5a8f60dc1c029dd8eb09aaf0580f4b9ccb8b91000ac365'}",,,,,,,,,,,,,10,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,2.0,False,,,,,run_kyhpejdg
