"Name","State","Notes","User","Tags","Created","Runtime","Sweep","dataset_name","diameter","n_faces","n_steps","n_X","n_vertices","noise_factor","subdivisions","diff_dist","diff_dist_per_vertex","diff_duration","diff_duration_per_vertex","diff_seq_duration","diff_seq_duration_per_time_and_vertex","diff_seq_per_time_and_vertex","diff_seq_per_time_vertex_diameter","geodesic_dist","geodesic_dist_per_vertex","geodesic_duration","geodesic_regression_duration","geodesic_regression_duration_per_vertex","line_duration","linear_dist","linear_dist_per_vertex","linear_regression_duration","linear_regression_duration_per_vertex","relative_diff_dist","relative_diff_duration","relative_diff_seq_duration","relative_diff_seq_per_time_and_vertex","run_name","post_error","rmsd","rmsd_diameter"
"run_y88jofj7","finished","-","adelemyers","","2023-08-11T18:21:56.000Z","1588","","synthetic_mesh","5400","320","20","10","162","0.01","2","-50586249.74543467","-312260.8008977449","-83.27774858474731","-0.5140601764490575","-1492.2104561328888","-0.9211175655141288","0.010956567709148563","0.000002028994020212697","50587385.07903319","312267.8091298345","1492.2107915878296","83.27788066864014","0.5140609917817293","0.00033545494079589844","1135.3335985156837","7.008232089602986","0.00013208389282226562","8.153326717423804e-7","-44556.287078591085","-630491.3249097473","-4448318.610518835","-2745.8756855054535","run_y88jofj7","true","0.4409933435592359","0.00008166543399245109"
"run_5bd2o7ui","finished","-","adelemyers","","2023-08-11T18:14:29.000Z","445","","synthetic_mesh","180","80","20","10","42","0.01","1","-3039.8550106217795","-72.37750025289951","-21.49806499481201","-0.511858690352667","-410.38725328445435","-0.9771125078201294","3.197962188961086e-15","1.7766456605339366e-17","3059.0029165375877","72.83340277470447","410.38760018348694","21.49816083908081","0.5118609723590669","0.00034689903259277344","19.14790591580805","0.4559025218049535","0.00009584426879882812","0.000002282006399972098","-158.7565253343003","-224302.03980099503","-1183016.424742268","-2816.705773195876","run_5bd2o7ui","true","6.553872220336927e-14","3.641040122409404e-16"
"run_74cafcqm","finished","-","adelemyers","","2023-08-11T05:38:32.000Z","2513","","synthetic_mesh","162000","1280","20","5","642","1","3","-8088604721814.884","-12599072775.412592","-969.3698382377625","-1.5099218664139602","-1525.686536550522","-0.475291755934742","192.0196212272786","0.0011853063038720902","8088608088986.025","12599078020.227451","1525.686828374863","969.37012052536","1.509922306114268","0.0002918243408203125","3367171.14202271","5244.814862963723","0.00028228759765625","4.397003078757788e-7","-2402195.902925189","-3433979.552364865","-5228098.973039215","-1628.6912688595687","run_74cafcqm","true","10879.229161361516","0.06715573556395997"
"run_eahc8gk0","finished","-","adelemyers","","2023-08-11T05:19:39.000Z","1131","","synthetic_mesh","5400","320","20","5","162","1","2","-583851001.5497042","-3604018.528084594","-187.60045862197876","-1.1580275223578935","-930.3581821918488","-1.1485903483849984","22.74796132774783","0.004212585431064414","583906491.3449365","3604361.057684793","930.3584938049316","187.60071730613708","1.1580291191736858","0.0003116130828857422","55489.79523234648","342.52960019966963","0.0002586841583251953","0.0000015968157921308353","-10521.772500781584","-725210.464516129","-2985619.7742922725","-3685.950338632435","run_eahc8gk0","true","647.4183292900009","0.119892283201852"
"run_m08bw6h3","finished","-","adelemyers","","2023-08-11T05:15:49.000Z","228","","synthetic_mesh","180","80","20","5","42","1","1","-37309.2462660677","-888.3153872873261","-38.86205506324768","-0.925287025315421","-175.72164797782898","-0.8367697522753761","0.9889162217970608","0.005493979009983671","38343.52868583108","912.9411591864542","175.72186040878296","38.86215376853943","0.925289375441415","0.0002124309539794922","1034.282419763383","24.625771899128164","0.00009870529174804688","0.000002350125994001116","-36.07259057405528","-393718.0507246377","-827194.1762065096","-3939.019886697665","run_m08bw6h3","true","14.330757540479446","0.07961531966933026"
"run_wqo77fsy","finished","-","adelemyers","","2023-08-11T04:43:20.000Z","1947","","synthetic_mesh","162000","1280","8","5","642","1","3","-8177283290603.125","-12737201387.232285","-1385.500201702118","-2.158100002651274","-543.3727250099182","-0.16927499221492778","94.66146839524176","0.0005843300518224801","8177287390912.646","12737207774.007238","543.3730745315552","1385.5003550052645","2.158100241441222","0.0003495216369628906","4100309.521746837","6386.774955991958","0.0001533031463623047","2.38789947604836e-7","-1994308.78260122","-9037650.136858476","-1554618.2769440657","-484.30475917260605","run_wqo77fsy","true","5363.221741823302","0.03310630704829199"
"run_tsj13xpo","finished","-","adelemyers","","2023-08-11T04:34:13.000Z","546","","synthetic_mesh","5400","320","8","5","162","1","2","-558431318.521526","-3447106.904453864","-195.02138781547544","-1.2038357272560214","-338.2385194301605","-0.4175784190495809","16.884741921612726","0.0031268040595579124","558463754.4798222","3447307.1264186553","338.2387709617615","195.0215871334076","1.2038369576136272","0.00025153160095214844","32435.95829623937","200.22196479160104","0.00019931793212890625","0.0000012303576057339892","-17216.427318759706","-978443.764354067","-1344715.8056872038","-1660.1429699842022","run_tsj13xpo","true","480.5481795878199","0.08899040362737405"
"run_wpqtpjs6","finished","-","adelemyers","","2023-08-11T04:32:44.000Z","87","","synthetic_mesh","180","80","8","5","42","1","1","-33879.52428079867","-806.655340019016","-22.030888319015503","-0.5245449599765596","-51.29985308647156","-0.2442850146974836","3.333532421753378","0.018519624565296544","34496.91843217191","821.3552007659978","51.30013060569763","22.031076192855835","0.5245494331632342","0.00027751922607421875","617.3941513732324","14.699860746981724","0.00018787384033203125","0.000004473186674572173","-54.87503275734391","-117264.26776649746","-184851.52835051547","-880.2453730976927","run_wpqtpjs6","true","48.307474219265465","0.26837485677369705"
"run_xgnid3y6","finished","-","adelemyers","","2023-08-11T04:08:37.000Z","1446","","synthetic_mesh","162000","1280","5","5","642","1","3","-8011860253088.305","-12479533104.498917","-1139.3623144626615","-1.7747076549262644","-289.048880815506","-0.090046380316357","54.32260780594645","0.0003353247395428793","8011864845501.475","12479540257.79046","289.04915714263916","1139.362457036972","1.7747078770046294","0.00027632713317871094","4592413.169577059","7153.291541397289","0.00014257431030273438","2.2207836495753018e-7","-1744586.1156752498","-7991357.714046823","-1046038.7204486626","-325.8687602643809","run_xgnid3y6","true","3077.7484883388606","0.018998447458881854"
"run_jndbldxd","finished","-","adelemyers","","2023-08-11T04:00:44.000Z","471","","synthetic_mesh","5400","320","5","5","162","1","2","-531360915.3463845","-3280005.6502863243","-271.1299352645874","-1.6736415757073295","-184.51426601409912","-0.2277953901408631","17.978702346809815","0.003329389323483299","531408400.1019152","3280298.766061205","184.5145287513733","271.13017559051514","1.6736430592007108","0.0002627372741699219","47484.755530660834","293.11577488062244","0.000240325927734375","0.000001483493381076389","-11190.136906217946","-1128175.9642857143","-702276.7005444646","-867.0082722771168","run_jndbldxd","true","511.68283911120136","0.09475608131688916"
"run_o5y363t5","finished","-","adelemyers","","2023-08-11T03:59:07.000Z","95","","synthetic_mesh","180","80","5","5","42","1","1","-40006.664859876786","-952.539639520876","-33.867589473724365","-0.8063711779458183","-48.4532995223999","-0.2307299977257138","1.8661790179218176","0.010367661210676764","40767.4586638914","970.6537777117","48.45352578163147","33.86768579483032","0.8063734713054839","0.0002262592315673828","760.7938040146114","18.11413819082408","0.00009632110595703124","0.000002293359665643601","-52.58542413038427","-351611.301980198","-214149.49209694416","-1019.7594861759246","run_o5y363t5","true","27.04350322453887","0.15024168458077153"
"run_z030oq6j","finished","-","adelemyers","","2023-08-11T03:39:41.000Z","1165","","synthetic_mesh","162000","1280","3","5","642","1","3","-7954320840731.038","-12389907851.605978","-1028.760811328888","-1.602431170294218","-116.34039855003356","-0.03624311481309457","17.57542414401061","0.00010849027249389266","7954326390959.985","12389916496.822409","116.34066581726074","1028.7610211372375","1.6024314970985007","0.00026726722717285156","5550228.947566853","8645.216429231858","0.000209808349609375","3.268042828806464e-7","-1433151.842180872","-4903335.893181819","-435296.1632471008","-135.60628138538965","run_z030oq6j","true","995.7683785059688","0.006146718385839313"
