"Name","State","Notes","User","Tags","Created","Runtime","dataset_name","end_shape","full_run","use_parka","geodesic_initialization","geodesic_residuals","n_times","noise_factor","sped_up","start_shape","ellipsoid_dims","n_steps","n_subdivisions","tol_factor","euclidean_subspace_via_diffs","euclidean_subspace_via_ratio","geodesic_coef_err","geodesic_duration_time","geodesic_intercept_err","geodesic_tol","linear_coef_err","linear_duration_time","linear_intercept_err","mesh_diameter","ellipse_ratio_h_v","n_faces","test_diff_tolerance"
"run_l92u0stx","finished","-","adelemyers","","2023-06-28T20:57:18.000Z","48","synthetic","ellipsoid","","","warm_start","false","5","0","true","sphere","[2,2,10]","","1","0.001","false","false","9.427840414751325","22.956957578659058","1.8855680829502628","12.6","9.427840414751325","11.300370454788208","1.8855680829502628","60.00000000000001","","",""
"run_povg3o9w","finished","-","adelemyers","","2023-06-28T20:56:30.000Z","46","synthetic","ellipsoid","","","warm_start","false","5","0","true","sphere","[2,2,3]","","1","0.001","false","false","5.024295868799918e-14","20.88663911819458","2.8198790621291724e-14","12.6","5.024295868799918e-14","10.273597240447998","2.8198790621291724e-14","60.00000000000001","","",""
"run_oo6d1qet","finished","-","adelemyers","","2023-06-28T18:32:49.000Z","442","synthetic","ellipsoid","","","warm_start","false","5","0.01","true","sphere","","","","","false","false","40.19536657004181","217.98644495010376","19.596810981332304","192.60000000000005","40.19536657004181","10.017968893051147","19.596810981332304","60.000000000000014","","",""
"run_uyukor3f","finished","-","adelemyers","","2023-06-28T18:22:10.000Z","637","synthetic","ellipsoid","","","warm_start","false","5","0.001","true","sphere","","","","","false","false","5.498648320323414","316.65293526649475","2.141647454365786","192.60000000000005","5.498648320323414","9.95567011833191","2.141647454365786","60.000000000000014","","",""
"run_tp4haejy","finished","-","adelemyers","","2023-06-28T18:09:55.000Z","733","synthetic","ellipsoid","","","warm_start","false","5","0.0001","true","sphere","","","","","false","false","3.7217709074371417","361.7276725769043","0.5841369908175559","192.60000000000005","3.7217709074371417","10.073114156723022","0.5841369908175559","60.000000000000014","","",""
"run_3t3ughdp","finished","-","adelemyers","","2023-06-28T17:56:58.000Z","775","synthetic","ellipsoid","","","warm_start","false","5","0","true","sphere","","","","","false","false","3.698132590648502","383.40834188461304","0.5455445747775325","192.60000000000005","3.698132590648502","10.058504104614258","0.5455445747775325","60.000000000000014","","",""
"run_qn71x0ec","finished","-","adelemyers","","2023-06-28T17:50:53.000Z","363","real","","","","warm_start","false","","","true","","","","","","true","true","7.38852966191067","184.6370370388031","4.19914624162314","48.68277167963585","7.38852966191067","21.09443759918213","4.19914624162314","4.108250774652815","","",""
"run_n5minler","failed","-","adelemyers","","2023-06-27T20:14:10.000Z","2729","synthetic","ellipsoid","","","warm_start","true","5","0","true","sphere","","","","","false","false","","","","192.60000000000005","3.698132590648502","9.746287107467651","0.5455445747775325","60.000000000000014","","",""
"run_oqywox1e","finished","-","adelemyers","","2023-06-27T03:52:44.000Z","1232","synthetic","ellipsoid","","","warm_start","false","30","0.01","true","sphere","","","","","0","0","257.0283029799039","1217.6659095287323","73.67947737098471","1155.6000000000004","257.0283029799039","10.851696491241457","73.67947737098471","60.000000000000014","","",""
"run_qtioceve","finished","-","adelemyers","","2023-06-27T03:33:47.000Z","1135","synthetic","ellipsoid","","","warm_start","false","30","0.001","true","sphere","","","","","0","0","255.92705106125877","1121.622981548309","72.74902018447185","1155.6000000000004","255.92705106125877","10.90135669708252","72.74902018447185","60.000000000000014","","",""
"run_cfgwo0yu","finished","-","adelemyers","","2023-06-27T03:13:45.000Z","1200","synthetic","ellipsoid","","","warm_start","false","30","0.0001","true","sphere","","","","","0","0","255.96215662318448","1185.7464699745178","72.78940887924966","1155.6000000000004","255.96215662318448","10.82468032836914","72.78940887924966","60.000000000000014","","",""
"run_u4cjg0bs","finished","-","adelemyers","","2023-06-27T02:53:11.000Z","1232","synthetic","ellipsoid","","","warm_start","false","30","0","true","sphere","","","","","0","0","255.96493595380431","1220.187497138977","72.79102773416545","1155.6000000000004","255.96493595380431","11.291352272033691","72.79102773416545","60.000000000000014","","",""
"run_sgicd7yg","finished","-","adelemyers","","2023-06-27T02:39:21.000Z","828","synthetic","ellipsoid","","","warm_start","false","20","0.01","true","sphere","","","","","0","0","211.81790903400037","815.0744683742523","59.27912641804564","770.4000000000002","211.81790903400037","11.003114938735962","59.27912641804564","60.000000000000014","","",""
"run_n4ae8izk","finished","-","adelemyers","","2023-06-27T02:26:00.000Z","799","synthetic","ellipsoid","","","warm_start","false","20","0.001","true","sphere","","","","","0","0","211.14483826386336","784.5746352672577","58.52788398247103","770.4000000000002","211.14483826386336","10.948676347732544","58.52788398247103","60.000000000000014","","",""
"run_hr21hmdh","finished","-","adelemyers","","2023-06-27T02:12:27.000Z","811","synthetic","ellipsoid","","","warm_start","false","20","0.0001","true","sphere","","","","","0","0","211.14330595305657","799.3968164920807","58.515227744282","770.4000000000002","211.14330595305657","11.006551504135132","58.515227744282","60.000000000000014","","",""
"run_q0wbde6m","finished","-","adelemyers","","2023-06-27T01:33:09.000Z","2356","synthetic","ellipsoid","","","warm_start","false","20","0","true","sphere","","","","","0","0","211.148309580843","2343.611367702484","58.51775987232534","770.4000000000002","211.148309580843","1574.2776067256927","58.51775987232534","60.000000000000014","","",""
"run_38wbf7dx","finished","-","adelemyers","","2023-06-27T01:23:05.000Z","602","synthetic","ellipsoid","","","warm_start","false","15","0.01","true","sphere","","","","","0","0","276.8727183207866","589.2280056476593","76.86002583014833","577.8000000000002","276.8727183207866","10.941423892974854","76.86002583014833","60.000000000000014","","",""
"run_wtzffvkt","finished","-","adelemyers","","2023-06-27T01:14:14.000Z","529","synthetic","ellipsoid","","","warm_start","false","15","0.001","true","sphere","","","","","0","0","277.13772931377804","515.461672782898","76.57307215182189","577.8000000000002","277.13772931377804","10.82599401473999","76.57307215182189","60.000000000000014","","",""
"run_bmb3iyw4","finished","-","adelemyers","","2023-06-27T01:03:43.000Z","629","synthetic","ellipsoid","","","warm_start","false","15","0.0001","true","sphere","","","","","0","0","277.0245327423726","615.6639311313629","76.49688539917956","577.8000000000002","277.0245327423726","10.871297597885132","76.49688539917956","60.000000000000014","","",""
"run_8gkv4han","finished","-","adelemyers","","2023-06-27T00:34:52.000Z","1730","synthetic","ellipsoid","","","warm_start","false","15","0","true","sphere","","","","","0","0","277.03056011061454","1715.9646863937378","76.50195929437967","577.8000000000002","277.03056011061454","1191.5304145812988","76.50195929437967","60.000000000000014","","",""
"run_uk3yayjr","finished","-","adelemyers","","2023-06-27T00:28:01.000Z","409","synthetic","ellipsoid","","","warm_start","false","10","0.01","true","sphere","","","","","0","0","220.36100362901624","395.8335373401642","59.815081806672694","385.2000000000001","220.36100362901624","10.742158889770508","59.815081806672694","60.000000000000014","","",""
"run_ps9p688s","finished","-","adelemyers","","2023-06-27T00:21:37.000Z","382","synthetic","ellipsoid","","","warm_start","false","10","0.001","true","sphere","","","","","0","0","218.55060310659263","369.42853450775146","57.59776667201286","385.2000000000001","218.55060310659263","10.780043840408323","57.59776667201286","60.000000000000014","","",""
"run_alcc2ppi","finished","-","adelemyers","","2023-06-27T00:15:19.000Z","376","synthetic","ellipsoid","","","warm_start","false","10","0.0001","true","sphere","","","","","0","0","218.5275980857945","363.21868443489075","57.57158982776343","385.2000000000001","218.5275980857945","10.76890468597412","57.57158982776343","60.000000000000014","","",""
"run_kxexpncp","finished","-","adelemyers","","2023-06-26T23:57:30.000Z","1067","synthetic","ellipsoid","","","warm_start","false","10","0","true","sphere","","","","","0","0","218.5322475279992","1054.3503198623655","57.573770562905835","385.2000000000001","218.5322475279992","689.1584966182709","57.573770562905835","60.000000000000014","","",""
"run_kvpdievs","finished","-","adelemyers","","2023-06-26T23:53:46.000Z","222","synthetic","ellipsoid","","","warm_start","false","5","0.01","true","sphere","","","","","0","0","42.415575518812624","209.3460075855255","20.80619247041364","192.60000000000005","42.415575518812624","10.89306902885437","20.80619247041364","60.000000000000014","","",""
"run_2zhk9v1s","finished","-","adelemyers","","2023-06-26T23:48:28.000Z","316","synthetic","ellipsoid","","","warm_start","false","5","0.001","true","sphere","","","","","0","0","5.545908520691876","301.4386975765228","2.0616871900583926","192.60000000000005","5.545908520691876","11.119937896728516","2.0616871900583926","60.000000000000014","","",""
"run_wpds187i","finished","-","adelemyers","","2023-06-26T23:41:19.000Z","427","synthetic","ellipsoid","","","warm_start","false","5","0.0001","true","sphere","","","","","0","0","3.712461528110462","413.6689410209656","0.5800004397475366","192.60000000000005","3.712461528110462","10.83597493171692","0.5800004397475366","60.000000000000014","","",""
"run_8px0ynut","finished","-","adelemyers","","2023-06-26T23:34:16.000Z","421","synthetic","ellipsoid","","","warm_start","false","5","0","true","sphere","","","","","0","0","3.698132590648501","405.90043592453","0.545544574777533","192.60000000000005","3.698132590648501","10.508662939071655","0.545544574777533","60.000000000000014","","",""
