,estimator_coef_hat,estimator_coef_err_norm,estimator_intercept_err,X,rmsd_linear,linear_coef_hat,estimator_coef_err_sum,estimator_intercept_err_sum,estimator,lr_coef_err,linear_noise,estimator_intercept_hat,estimator_intercept_err_norm,_step,true_coef,lr_duration_time,lr_intercept_err_norm,synthetic_tan_vec_length,_runtime,_timestamp,rmsd_geodesic,estimator_coef_err,geodesic_tol,true_intercept,lr_intercept_err,linear_intercept_hat,lr_intercept_err_sum,estimator_duration_time,model,noise_factor,lr_coef_err_sum,_wandb,lr_coef_err_norm,line vs geodesic,n_gr_function_evaluations,n_gr_jacobian_evaluations,n_gr_iterations,estimator_y_prediction_fig,n_vertices,estimator_coef_hat_fig,true_intercept_fig,mesh_sequence_vertices,estimator_intercept_hat_fig,n_faces,mesh_diameter,true_coef_fig,n_X,model,full_run,use_cuda,device_id,estimator,tol_factor,project_dir,torch_dtype,dataset_name,linear_noise,noise_factor,space_dimension,project_linear_noise,synthetic_tan_vec_length,n_steps,end_shape,start_shape,n_subdivisions,0
10,"[0.9106890262987616, 0.9101363564711064, -0.7058066982827989, -0.017631435553136413]",1.3280048647173388,"[0.20362056991380328, 0.21718727981115393, 0.07193512666356894, 0.1412578086238146]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",1.1993304202006374,"[0.9106890262987616, 0.9101363564711064, -0.7058066982827989, -0.017631435553136413]",-0.3815439703619022,0.6340007850123408,LR,"[0.783309986832391, -0.6473904727681221, -0.1864305153823258, 1.054779938604411]",True,"[0.5060376476545059, 0.2914825618966133, 0.2673994042639353, 0.5392648288133752]",0.3372833852253865,5,"[0.12737903946637052, 1.5575268292392286, -0.519376182900473, -1.0724113741575474]",0.0020723342895507812,0.1956515244458952,5.0,6.247299432754517,1710216910.4560935,0.9459246345749608,"[-0.5862799550720655, 0.7772016678218261, 0.2847189179468148, -0.8571846010584775]",0.01,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.10737705312184488, -0.1561085589140599, -0.023092197819142735, -0.04297156867660645]","[0.5060376476545059, 0.2914825618966133, 0.2673994042639353, 0.5392648288133752]",-0.32954937853165395,0.0020723342895507812,2,0.6,1.004268937286354,{'runtime': 4},1.4764843431781922,,,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,3.0,False,5.0,,,,,run_uifdnfgc
11,"[-0.5303687299865074, -0.6127117497249851, 0.502737180607864]",0.6672818975937561,"[-0.1445228900242944, 0.22777497600971597, -0.0758751196325792]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",1.022998923418374,"[-0.5303687299865074, -0.6127117497249851, 0.502737180607864]",0.9911057753712436,0.007376966352842351,LR,"[-0.2226919434523165, -0.29066229521213216, -0.6431821432642681]",True,"[0.8990123804599962, 0.32275437425949927, 0.4331747744242273]",0.28022373064474604,6,"[-0.30767678653419095, -0.32204945451285294, 1.145919323872132]",0.002135753631591797,0.28022373064474604,5.0,6.463050603866577,1710216897.5107956,0.8530952599027114,"[0.14028112388414815, 0.2470376591719523, 0.6037869923151431]",0.01,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[0.1445228900242944, -0.22777497600971597, 0.0758751196325792]","[0.8990123804599962, 0.32275437425949927, 0.4331747744242273]",-0.007376966352842351,0.002135753631591797,2,0.6,-1.1565363819287169,{'runtime': 5},0.7401077900891004,"{'format': 'png', 'height': 800, 'sha256': 'fa80024a461d9bb4d5c73a72db8e3833b3d274aa7d2f620e1ac7f25b484f8c4c', 'path': 'media/images/line vs geodesic_6_fa80024a461d9bb4d5c7.png', 'size': 112101, '_type': 'image-file', 'width': 800}",,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,2.0,False,5.0,,,,,run_92sf4p80
12,"[-0.993488613472972, -0.13997644149291394, 0.7569378975034761, -0.1682917646425237, -0.2331748879800977, -0.4284096148576325, 0.2674442747603518, 1.12192765377686, 0.6960106336474187, -0.595182080320669, 1.011668141285975]",1.0542530798392848,"[0.29426861743226707, 0.2737824476789632, 0.0951541916278092, 0.16085263508549855, 0.2711078701988987, 0.12214242775909172, -0.07973827598767058, 0.06775989545720074, 0.12071835743979584, 0.06919922149192398, 0.1985510874861688]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",1.2975867445456046,"[-0.993488613472972, -0.13997644149291394, 0.7569378975034761, -0.1682917646425237, -0.2331748879800977, -0.4284096148576325, 0.2674442747603518, 1.12192765377686, 0.6960106336474187, -0.595182080320669, 1.011668141285975]",0.9430853201681012,1.5937984756699473,LR,"[0.4055545074023836, 0.19733560442488524, -0.20635084793034353, 0.21094905234703365, -0.27939939595682683, -0.08217451346577287, 0.0027509351210044386, -0.1874388558825479, -0.5165609904383349, -0.6562891023160891, -0.1302538745221573]",True,"[0.2817361300318549, 0.13084101050833782, 0.18934885797443843, 0.417304974484352, 0.09188373971843218, 0.3789001929214383, 0.22132384946598527, 0.15100432797301555, 0.2392349368240617, 0.10679041075803256, 0.054126284776660434]",0.5955086672025757,5,"[-1.3990431208753558, -0.3373120459177992, 0.9632887454338196, -0.37924081698955736, 0.04622450797672917, -0.34623510139185965, 0.2646933396393474, 1.3093665096594078, 1.2125716240857536, 0.06110702199542006, 1.1419220158081322]",0.002079486846923828,0.41885015634335027,5.0,6.1765265464782715,1710216884.0461144,0.8898188199337584,"[-0.4475448033290076, -0.22368271973486603, 0.18325371627523668, -0.2594132803338033, 0.2569604133876074, 0.03936413278525297, -0.02021382616552342, 0.1694247345014408, 0.4873539590150362, 0.6424870274638937, 0.11509596630283392]",0.01,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[-0.1847597371707891, -0.2095476495458106, -0.03156715798886109, -0.025480098681119667, -0.21830661660531123, -0.0015606905157263815, 0.1354326224579201, -0.017842379802822772, -0.0403303405586872, -0.03182145087279736, -0.1636571208665583]","[0.2817361300318549, 0.13084101050833782, 0.18934885797443843, 0.417304974484352, 0.09188373971843218, 0.3789001929214383, 0.22132384946598527, 0.15100432797301555, 0.2392349368240617, 0.10679041075803256, 0.054126284776660434]",-0.7894406201505637,0.002079486846923828,2,0.4,-1.2418774812167657,{'runtime': 4},1.0606461494430215,,,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,10.0,False,5.0,,,,,run_oml5vdyq
13,"[-1.0879087644030685, 0.3526974730031087, 2.356656530296564, -0.3938014143386372, 1.6133818149083452, -0.7182189344558096]",0.5088066646023377,"[0.2993946253937032, 0.2353182142327561, 0.10322582669337912, 0.356325213942674, 0.20465675707946385, 0.21260283485462328]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",1.0043533090545842,"[-1.0879087644030685, 0.3526974730031087, 2.356656530296564, -0.3938014143386372, 1.6133818149083452, -0.7182189344558096]",-0.5378492433135003,1.4115234721965997,LR,"[0.02673965425531444, -0.05861694131244733, 0.12909527518973896, 0.00574499904330078, 0.5013315324102785, 0.01816668926122111]",True,"[0.36501396271753056, 0.24427642657194343, 0.22331955518726823, 0.2520366850028633, 0.23541075850557852, 0.3390192068118504]",0.6080455465330357,5,"[-1.1146484186583827, 0.411314414315556, 2.227561255106825, -0.399546413381938, 1.1120502824980667, -0.7363856237170308]",0.002063751220703125,0.33876234765749264,5.0,6.162090539932251,1710216870.9281223,0.7264156621755093,"[-0.008328146042481999, 0.07157763034805303, -0.11929293069784874, 0.00970361412253712, -0.4892457656731672, -0.0022636453705923154]",0.01,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[-0.15036020191816574, -0.13177732579852647, -0.020743501286228233, -0.23714232651597056, -0.10728058563649906, -0.08130543862131373]","[0.36501396271753056, 0.24427642657194343, 0.22331955518726823, 0.2520366850028633, 0.23541075850557852, 0.3390192068118504]",-0.7286093797767038,0.002063751220703125,2,0.4,0.6224612088474064,{'runtime': 4},0.5220276659300679,,,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,5.0,False,5.0,,,,,run_v68nof8g
14,"[-0.054229201692550785, 0.9088280947767252, -0.5339555595088082, -0.5810540699431126]",0.8367737733275058,"[0.1893564714501762, 0.07171357072603152, 0.018896913378981695, 0.03889303967046131]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",0.7732692069527314,"[-0.054229201692550785, 0.9088280947767252, -0.5339555595088082, -0.5810540699431126]",0.3964173809413186,0.3188599952256507,LR,"[-0.18160824115892132, -0.6486987344625033, -0.014579376608335193, 0.4913573042144348]",True,"[0.47201655926817343, 0.41521586821996337, 0.29893306761643423, 0.5980715224096328]",0.2070470269682705,5,"[0.12737903946637052, 1.5575268292392286, -0.519376182900473, -1.0724113741575474]",0.00207662582397461,0.14616292595542343,5.0,6.22950553894043,1710216857.8549826,0.6543546148000906,"[0.1941165610228592, 0.6586518685254191, 0.02138277026018387, -0.4777338188671436]",0.01,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.1413981415081773, -0.032375252590709835, 0.008441465533356174, 0.01583512491965111]","[0.47201655926817343, 0.41521586821996337, 0.29893306761643423, 0.5980715224096328]",-0.14949680364587986,0.00207662582397461,2,0.4,-0.3535290480153249,{'runtime': 5},0.8339281503686361,,,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,3.0,False,5.0,,,,,run_hei9t5xh
15,"[0.23576484308765416, -0.0830880710638089, 0.798335796092322]",0.6592009820053403,"[0.2938501280983903, 0.10511716801226084, -0.004571886592060093]","[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",0.6082695241375816,"[0.23576484308765416, -0.0830880710638089, 0.798335796092322]",-0.33969232941971683,0.39439540951859103,LR,"[0.5434416296218451, 0.23896138344904405, -0.34758352777981016]",True,"[0.5535915308156584, 0.525281367473487, 0.4217295312043052]",0.3121192383390824,6,"[-0.30767678653419095, -0.32204945451285294, 1.145919323872132]",0.002019643783569336,0.2124821399301604,5.0,6.444415092468262,1710216840.8110502,0.5487994213327653,"[-0.5041618407104046, -0.2065918904386028, 0.3710614017292906]",0.01,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[-0.20089795962004345, -0.025247982795728263, 0.06442987641265707]","[0.5535915308156584, 0.525281367473487, 0.4217295312043052]",-0.1617160660031146,0.002019643783569336,2,0.4,0.43481948529107894,{'runtime': 5},0.6879285256258718,"{'sha256': '8f6a639aa8e4dc4c7aad654bfc8bdcfbc282a34cf2d4b2282d7506ae4dc60cfa', 'path': 'media/images/line vs geodesic_6_8f6a639aa8e4dc4c7aad.png', 'size': 110968, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800}",,,,,,,,,,,,,20,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,2.0,False,5.0,,,,,run_ee3rx0f7
16,"[-1.4279196417226998, -0.7792326409504744, 1.4608670582583108, -0.7335315090729227, 0.3787302965074605, 0.274402505121643, 1.4833710924006684, 1.4249460137127377, 0.8687409927025275, 0.657858581222574, -0.13739245014911275]",2.357538741663235,"[0.6201929839973085, 0.32489360186907396, 0.25031688380256006, 0.4778275137670433, 0.01132736098149284, 0.4183225572767975, 0.007346199446682716, -0.07010235945121734, 0.1538725968080435, 0.12160004712573848, 0.19599820617292135]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",2.002246381874077,"[-1.4279196417226998, -0.7792326409504744, 1.4608670582583108, -0.7335315090729227, 0.3787302965074605, 0.274402505121643, 1.4833710924006684, 1.4249460137127377, 0.8687409927025275, 0.657858581222574, -0.13739245014911275]",-3.4928057569919604,2.5115955917964454,LR,"[-0.028876520847344045, -0.4419205950326752, 0.4975783128244912, -0.3542906920833654, 0.3325057885307313, 0.6206376065135026, 1.218677752761321, 0.11557950405332984, -0.3438306313832261, 0.596751559227154, -1.279314465957245]",True,"[-0.09048303307738136, 0.1480160449606322, 0.0299000204372429, 0.09998249476356062, 0.6123551868910734, 0.07291114169394805, 0.16250121121169428, 0.4612152225499086, 0.31099508126324615, 0.07822017171860571, 0.11460830998917944]",1.0188924810681168,5,"[-1.3990431208753558, -0.3373120459177992, 0.9632887454338196, -0.37924081698955736, 0.04622450797672917, -0.34623510139185965, 0.2646933396393474, 1.3093665096594078, 1.2125716240857536, 0.06110702199542006, 1.1419220158081322]",0.00206756591796875,0.8909278267264374,5.0,6.176269054412842,1710216826.4203842,1.0484703570482403,"[-0.16023564079165942, 0.19476494348890916, -0.6242395351399449, 0.07999342116455516, -0.8012581204018046, -0.849696665893438, -1.3448742600891883, -0.4359643736418009, 0.04422521426319936, -0.7065501736242856, 1.1110294336734974]",0.01,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[-0.5569789002800254, -0.19237261509351625, -0.1910159955260566, -0.34280257840191103, 0.30216483056732996, -0.3075497417432166, 0.07660998420362912, 0.2923685147740703, 0.031429803880497265, -0.06039168991222421, -0.10317509565403928]","[-0.09048303307738136, 0.1480160449606322, 0.0299000204372429, 0.09998249476356062, 0.6123551868910734, 0.07291114169394805, 0.16250121121169428, 0.4612152225499086, 0.31099508126324615, 0.07822017171860571, 0.11460830998917944]",-1.0517134831854626,0.00206756591796875,2,0.6,0.9334976186066742,{'runtime': 4},2.1620583692035713,,,,,,,,,,,,,,10,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,10.0,False,5.0,,,,,run_1xauj6pz
17,"[-0.5173508288832797, 0.7597262360534547, 0.8503597017078909, 0.21273738455078817, 0.5565514668325187, -0.988391958528004]",1.8075734745856904,"[0.4005506580793669, 0.1903780134332156, 0.0701880295060994, 0.1970168186396174, 0.23396181630433047, 0.4912042615075654]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",1.3002053956722508,"[-0.5173508288832797, 0.7597262360534547, 0.8503597017078909, 0.21273738455078817, 0.5565514668325187, -0.988391958528004]",-0.06626835965329858,1.583299597470195,LR,"[0.597297589775103, 0.34841182173789864, -1.377201553398934, 0.6122837979327261, -0.555498815665548, -0.25200633481097334]",True,"[0.2582409902965592, 0.32848693321274675, 0.28655048513441816, 0.4968979214453391, 0.21622065754868303, -0.0155354106781376]",0.7324249872929176,5,"[-1.1146484186583827, 0.411314414315556, 2.227561255106825, -0.399546413381938, 1.1120502824980667, -0.7363856237170308]",0.00204324722290039,0.5255603275323649,5.0,6.277875185012817,1710216812.3609333,0.8942139199503608,"[-0.732427628262231, -0.472048139589604, 1.283846896373328, -0.7855531342146636, 0.45769002907064416, 0.18222361696922773]",0.01,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[-0.25713317433913707, -0.04756681915772315, 0.04248742866092167, 0.007718909926505257, -0.12647068659339453, -0.43586005611130174]","[0.2582409902965592, 0.32848693321274675, 0.28655048513441816, 0.4968979214453391, 0.21622065754868303, -0.0155354106781376]",-0.8168243976141296,0.00204324722290039,2,0.6,-0.6267134944297276,{'runtime': 5},1.7668664078429688,,,,,,,,,,,,,,10,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,5.0,False,5.0,,,,,run_petp4z60
18,"[0.4654838437919443, 1.9432133835453052, 0.3527624150714802, -0.7978272274656593]",0.7742041669982236,"[0.4914440398899605, 0.3275799713538665, 0.32983918049685373, 0.4022329128479328]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",1.1011073198766377,"[0.4654838437919443, 1.9432133835453052, 0.3527624150714802, -0.7978272274656593]",-0.7596379009100308,1.5510961045886134,LR,"[0.33810480432557377, 0.38568655430607657, 0.8721385979719533, 0.27458414669188813]",True,"[0.3339406141742622, 0.2895076789190817, 0.01460323864975148, 0.4119110322565006]",0.7870267359782218,5,"[0.12737903946637052, 1.5575268292392286, -0.519376182900473, -1.0724113741575474]",0.0021338462829589844,0.45631267657408103,5.0,6.226525068283081,1710216799.19566,0.9195436149129768,"[0.014619024661935848, -0.1107837722629006, -0.7599929365241858, 0.09651978321511968]",0.01,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.27947408660208856, -0.15808344189159151, -0.27588836343332657, -0.17032536523348107]","[0.3339406141742622, 0.2895076789190817, 0.01460323864975148, 0.4119110322565006]",-0.8837712571604877,0.0021338462829589844,2,0.6,1.8705141032954915,{'runtime': 4},1.0483754883473408,,,,,,,,,,,,,,10,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,3.0,False,5.0,,,,,run_1cqybqlr
19,"[-0.5865745454223291, -0.8376916021360995, 1.2662715086821847]",0.4675310513678187,"[-0.018125797580506475, 0.3756258163497165, 0.01905428932863784]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.8926179799600771,"[-0.5865745454223291, -0.8376916021360995, 1.2662715086821847]",0.2269596036192016,0.37655430809784785,LR,"[-0.27889775888813817, -0.5156421476232466, 0.1203521848100526]",True,"[0.85941953330491, 0.20898766728607124, 0.377273510660752]",0.3765453019068753,6,"[-0.30767678653419095, -0.32204945451285294, 1.145919323872132]",0.002170085906982422,0.3578547051944016,5.0,6.453173637390137,1710216785.1876566,0.6815860033043087,"[0.04649862839664359, 0.4065689770187414, -0.2261080017961834]",0.01,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[0.10493004286920826, -0.341541682983144, 0.019973855869103885]","[0.85941953330491, 0.20898766728607124, 0.377273510660752]",-0.21663778424483188,0.002170085906982422,2,0.6,-0.6741877217013321,{'runtime': 5},0.5984608865305177,"{'size': 111649, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': 'dbb65724c6acfd51446b596df0d31316e3774677119cc6d8ae36bc4ecdf9e424', 'path': 'media/images/line vs geodesic_6_dbb65724c6acfd51446b.png'}",,,,,,,,,,,,,10,2,True,False,-1,LR,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,2.0,False,5.0,,,,,run_sybbjwiz
