,estimator_coef_hat,estimator_coef_err_norm,estimator_intercept_err,X,rmsd_linear,linear_coef_hat,estimator_coef_err_sum,estimator_intercept_err_sum,estimator,lr_coef_err,linear_noise,estimator_intercept_hat,estimator_intercept_err_norm,_step,true_coef,lr_duration_time,lr_intercept_err_norm,synthetic_tan_vec_length,_runtime,_timestamp,rmsd_geodesic,estimator_coef_err,geodesic_tol,true_intercept,lr_intercept_err,linear_intercept_hat,lr_intercept_err_sum,estimator_duration_time,model,noise_factor,lr_coef_err_sum,_wandb,lr_coef_err_norm,line vs geodesic,n_gr_function_evaluations,n_gr_jacobian_evaluations,n_gr_iterations,estimator_y_prediction_fig,n_vertices,estimator_coef_hat_fig,true_intercept_fig,mesh_sequence_vertices,estimator_intercept_hat_fig,n_faces,mesh_diameter,true_coef_fig,n_X,model,full_run,use_cuda,device_id,estimator,tol_factor,project_dir,torch_dtype,dataset_name,linear_noise,noise_factor,space_dimension,project_linear_noise,synthetic_tan_vec_length,n_steps,end_shape,start_shape,n_subdivisions,0
344,"[-0.6729213496321839, -0.3868448267369928, 0.6905429345431903, -0.4951707940632473, 0.019082651489150865, -0.5623152059563536, 0.43763174547678824, 1.0431785919018346, 0.9600173492295784, -0.4838116279847702, 1.3159132985156634]",1.0741482609064312,"[0.08238731409910421, 0.030639672124670725, -0.07805896422952291, 0.0745391229296129, -0.07763782014646259, 0.0827482709348003, 0.02106016586158564, -0.04547989189172133, -0.08277310862481946, 0.0066076343574131835, 0.23407518963567536]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.6157765718243537,"[-0.4745627204500292, -0.22718116860312113, 0.8437668603684266, -0.3050404210525552, 0.21803807920408216, -0.4084170202254861, 0.4711702486504785, 1.1531067041934513, 1.1458122526178904, -0.4158216419841221, 1.3094559323800377]",0.6146221077881892,0.2481075850503361,Lin2015,"[0.9244804004253266, 0.11013087731467804, -0.11952188506539296, 0.07420039593700217, 0.171813571227353, -0.06218191883362645, 0.2064769090111311, -0.15625980546595652, -0.06675937146786315, -0.47692866397954214, 0.16753391657190542]",True,"[0.404790958016703, 0.3258260323885911, 0.3126844543219781, 0.38799953476385046, 0.4060088462972464, 0.31406041822270714, 0.0684421085490426, 0.22433057775685852, 0.3791521309018086, 0.13874733699369884, -0.013177563462107683]",0.3105621405365796,5,"[-1.3990431208753558, -0.3373120459177992, 0.9632887454338196, -0.37924081698955736, 0.04622450797672917, -0.34623510139185965, 0.2646933396393474, 1.3093665096594078, 1.2125716240857536, 0.06110702199542006, 1.1419220158081322]",0.0021288394927978516,0.37558454789178775,5.0,6.302730560302734,1709958463.7398076,0.4947009671209031,"[-0.7344585555855151, 0.04315820007742999, 0.26764013051422586, 0.10798073244979556, 0.02028900605350198, 0.20943467604944188, -0.17441512245719482, 0.2624258566969473, 0.24625143081393577, 0.54226477784834, -0.1759490246727193]",0.01,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[-0.16945485496112844, -0.10129316506201393, 0.008536013496690975, -0.15806583160885668, -0.012255641393259298, -0.14999915328651922, -0.03566749349642774, -0.004229933181600282, -0.0013383789648410138, -0.03679721234036237, -0.22745327773927415]","[0.2970410122415156, 0.2390954949921345, 0.2294520294599905, 0.284719241556615, 0.2979347149304841, 0.23046173015064544, 0.05022373351163742, 0.16461677459423804, 0.2782268984179079, 0.10181464929046756, -0.009669872096055469]",-0.8880189285375921,0.004116535186767578,2,0.2,0.7729844256750151,{'runtime': 5},1.1166941000687076,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.2,10.0,False,5.0,,,,,run_g9erwck9
345,"[-0.8033365033564516, 0.4103816121735316, 1.5473041516579586, -0.2339044615327861, 1.0531616873011984, -0.6301889986189365]",0.7665446826273735,"[-0.05289255118694447, -0.08313429819275203, 0.07464920066910016, 0.1822430768935021, 0.011724229029179856, -0.010735430123529175]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.4412774568147246,"[-0.7343191688647133, 0.466111293661272, 1.5679689326565107, -0.19641870229230296, 1.093400319807723, -0.5778067868495198]",0.3942957501271728,0.12185422708855644,Lin2015,"[0.38032924979366944, 0.054796879345715976, -0.6595923224503144, 0.203127711089635, -0.018649962690344024, 0.15857883686751095]",True,"[0.5819649426850649, 0.4699213774584722, 0.17424866054282853, 0.31608577596553417, 0.3392984332535759, 0.4416949900282619]",0.22078650943723285,5,"[-1.1146484186583827, 0.411314414315556, 2.227561255106825, -0.399546413381938, 1.1120502824980667, -0.7363856237170308]",0.0021381378173828125,0.3871554059456035,5.0,6.2219860553741455,1709958450.46189,0.4091122408092985,"[-0.2560203792645256, 0.043558881961499096, 0.7013345417921955, -0.12506714072667646, 0.09325195844752444, -0.0627621120828441]",0.01,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[-0.13333664767132553, -0.0675685103137772, -0.12967553804152387, -0.2816809027144046, -0.11995502199862348, -0.1303689369888551]","[0.3820375169643708, 0.3084852420566927, 0.1143875184319726, 0.2074981088044293, 0.2227363221434541, 0.289955708444309]",-0.8625855577285099,0.003998279571533203,2,0.2,0.11859039195587295,{'runtime': 4},0.8058976384710169,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.2,5.0,False,5.0,,,,,run_dxaxcudl
346,"[0.23607810942251395, 1.6269028380612751, -0.4510355214087724, -0.983728269757732]",0.017993083102359027,"[-0.08425478437696676, 0.13798210911556508, -0.03399128481786151, 0.05068705608716195]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.41444045814033287,"[-0.01568331194130125, 1.5148624540598057, -0.5681379295912098, -1.1757496227725155]",-0.00899517592764243,0.07042309600789876,Lin2015,"[-0.14306235140767176, -0.04266437517942312, -0.04876174669073674, -0.10333824861496832]",True,"[0.7077927301285848, 0.31498618353627134, 0.32921737072776136, 0.5398417158477828]",0.17280774353234565,5,"[0.12737903946637052, 1.5575268292392286, -0.519376182900473, -1.0724113741575474]",0.002144813537597656,0.2408431500252586,5.0,6.2298266887664795,1709958437.3239057,0.36955109435757216,"[0.003924770479205697, -0.004371541971929016, -0.015514736631137229, 0.006966332196218117]",0.01,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.03552511852009865, -0.19041521849927467, -0.021696401535023942, -0.141473317599209]","[0.5778895822562521, 0.25717590231139853, 0.2687952005480541, 0.4407630798907727]",-0.3891100561536063,0.004145622253417969,2,0.2,-0.33782672189279994,{'runtime': 4},0.1879989012385001,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.2,3.0,False,5.0,,,,,run_13updiwr
347,"[-0.364693989119355, 0.0011739030891867452, 1.141339117433679]",0.29323994773333023,"[0.027062275673216285, -0.07783676118696214, 0.12595203643859554]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.2818185786689661,"[-0.3934214835162068, -0.023626405382410773, 1.132185281198086]",-0.0426012410788188,0.07517755092484968,Lin2015,"[-0.08574469698201587, 0.29842304913044215, -0.013734042674045988]",True,"[0.7358488267647436, 0.6352547716179752, 0.23447362172650585]",0.1505152604878277,6,"[-0.30767678653419095, -0.32204945451285294, 1.145919323872132]",0.002015352249145508,0.22836730103929592,5.0,6.40318489074707,1709958424.357484,0.2571958926990398,"[0.15690439067426404, -0.24374835501436648, 0.044242723261283645]",0.01,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[-0.15370436568075918, -0.03187442640984128, -0.16586323611847045]","[0.6007851247549426, 0.518654923859374, 0.19143641867317765]",-0.3514420282090709,0.003918170928955078,2,0.2,0.1989443094743803,{'runtime': 5},0.3108007291513656,"{'sha256': '3767310c4f96b0da9391a18bce9248fd31e5e09eb5cda082995d887e6c5adddd', 'path': 'media/images/line vs geodesic_6_3767310c4f96b0da9391.png', 'size': 110798, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800}",,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.2,2.0,False,5.0,,,,,run_apfnvfgt
348,"[-0.8423649428570036, -0.3520548065044977, 0.7344076673478857, -0.32336105513075275, 0.27991603943812643, -0.2769519451815281, 0.12035888335898708, 1.2074866193671834, 0.7959191522510308, 0.09778887209263086, 0.9251096565286328]",0.8080552139694502,"[-0.015993801638481686, 0.031008566203568677, 0.032085017641952124, 0.0072419682345969405, 0.022219618430094623, -0.06393863714875553, -0.03047771100127604, 0.006676980221315271, 0.02518411530101272, -0.023472234169677503, 0.07564335954912932]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.32184676612681673,"[-0.8738118228319329, -0.3722256614051151, 0.7220942214573876, -0.35175160695755464, 0.26114208875983214, -0.3059083658063552, 0.11277865510306934, 1.1969150689980184, 0.7793341484223631, 0.08722773464227057, 0.9158326209904328]",0.5952880885751313,0.06617724162347892,Lin2015,"[0.5252312980434228, -0.03491361548731592, -0.24119452397643204, 0.02748921003200272, 0.21491758078310297, 0.040326735585504425, -0.15191468453627804, -0.11245144066138946, -0.4332374756633904, 0.026120712646850508, -0.2260893948176994]",True,"[0.4860332679151991, 0.3117545057508492, 0.19031281800379, 0.4387956036750627, 0.2901643853738352, 0.44754149710979113, 0.11715766758750176, 0.16339061862263438, 0.2563326986861617, 0.1632296797644944, 0.14338299706652924]",0.12149758973127649,5,"[-1.3990431208753558, -0.3373120459177992, 0.9632887454338196, -0.37924081698955736, 0.04622450797672917, -0.34623510139185965, 0.2646933396393474, 1.3093665096594078, 1.2125716240857536, 0.06110702199542006, 1.1419220158081322]",0.0023212432861328125,0.3390421675257605,5.0,6.383183002471924,1709958411.139301,0.30826607811041434,"[-0.4900015512260232, 0.06039249966388516, 0.2576669183062187, 0.005830503591241709, -0.19166695963533736, -0.011323348289013602, 0.15854779093481014, 0.12513635920433974, 0.454165097991497, -0.01555307296689501, 0.24209385100040792]",0.01,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[-0.1379427319166392, -0.1296460482503583, -0.092266647354298, -0.1461640785665777, -0.11404242807216612, -0.0779277612154376, -0.00669393425117254, -0.05839644939115364, -0.10628719666430032, -0.028270396141450632, -0.12085807903958472]","[0.3285531352860048, 0.21074261180379011, 0.12864936860900153, 0.29662099459889396, 0.1961479282515773, 0.30253312222172707, 0.07919729275689262, 0.11045025838468468, 0.17327808071844858, 0.11034146548937929, 0.096925326603634]",-1.0184957508631387,0.004216432571411133,2,0.1,-0.3657155980516219,{'runtime': 5},0.8118189197535368,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.1,10.0,False,5.0,,,,,run_87elhhoo
349,"[-0.6685201864727238, 0.3280920976958237, 1.7353306297815778, -0.06467230978466916, 0.7687014855074268, -0.6044463309935124]",0.8056758276783396,"[-0.05012322264687896, 0.01931436648427154, 0.04628246830154961, -0.01144249478297682, 0.07397072727011395, -0.0043967867549433715]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.3269468387065225,"[-0.7771369685702373, 0.2595547346505421, 1.6973205717500397, -0.1608394086023962, 0.7170541846096211, -0.686035183005854]",0.4315119572550069,0.07360505787113594,Lin2015,"[0.3375114500881454, -0.15175967966501397, -0.5302406833567854, 0.23870700477954176, -0.3949960978884456, 0.05035044071117678]",True,"[0.5684325129031421, 0.3586818238511989, 0.19892094375493496, 0.5032786332271281, 0.2702897698409761, 0.42698517925730034]",0.10319583318515226,5,"[-1.1146484186583827, 0.411314414315556, 2.227561255106825, -0.399546413381938, 1.1120502824980667, -0.7363856237170308]",0.002099037170410156,0.3992474412774277,5.0,6.1144139766693115,1709958397.869458,0.29638923643744874,"[-0.3482713337638901, 0.1495615873948999, 0.5322276480519035, -0.24526510879908597, 0.39869485809972827, -0.05543569372854873]",0.01,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[-0.16922661849448695, -0.15763409770039707, -0.12292994921121544, -0.1827069854428794, -0.17809811899440156, -0.16031159430819575]","[0.34614754614120935, 0.2184196546700728, 0.12113310726228103, 0.3064720260759545, 0.16459322514767602, 0.26001305112496836]",-0.9709073641515762,0.00405430793762207,2,0.1,-0.45042756533138106,{'runtime': 5},0.7960139948248582,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.1,5.0,False,5.0,,,,,run_i2tmut6o
350,"[0.1127648923581484, 1.3869315730472844, -0.6054548635081703, -1.0214688519789936]",0.17984715446534996,"[0.009239834219630816, -0.03952633753058576, 0.019609634508774343, 0.014728887095605823]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.20057344915146613,"[0.13921428752226986, 1.4082556915300593, -0.5935960161191851, -0.9966245706155896]",0.06434705239434635,0.004052018293425219,Lin2015,"[0.011835248055899332, -0.14927113770916933, -0.07421983321871206, 0.07578680354195788]",True,"[0.6048584212366742, 0.48765094852721447, 0.27119424337983755, 0.5681518503157615]",0.04742556036180142,5,"[0.12737903946637052, 1.5575268292392286, -0.519376182900473, -1.0724113741575474]",0.002243518829345703,0.16775187339654976,5.0,6.238067865371704,1709958384.63879,0.1587937642250987,"[-0.03455010108365153, 0.13285292043357733, 0.0634114627127711, -0.09736722966835054]",0.01,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.10656632892881111, -0.038958157107231384, -0.06324113174910923, -0.10614673719238182]","[0.5068483718475396, 0.4086329637034418, 0.22725047033396883, 0.47608966029759986]",-0.31491235497753356,0.00418853759765625,2,0.1,-0.13586891933002418,{'runtime': 4},0.18350522849132997,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.1,3.0,False,5.0,,,,,run_yjfzfx5p
351,"[-0.2727914481642942, -0.3243456509697162, 1.026790741704472]",0.12256072637660548,"[0.06713563415885238, -0.06337573830883003, -0.019259721268618524]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.18486421477660456,"[-0.3257031228669787, -0.3715892612119589, 0.9978100442005906]",0.057169086588592266,-0.01549982541859618,Lin2015,"[-0.018026336332787773, -0.04953980669910596, -0.14810927967154153]",True,"[0.6905220242953588, 0.616551140420419, 0.37821161432367567]",0.09431126360857142,6,"[-0.30767678653419095, -0.32204945451285294, 1.145919323872132]",0.0026772022247314453,0.15889468272855542,5.0,6.445033550262451,1709958371.6842685,0.15830165108156632,"[-0.04756321437807631, -0.007943238732192881, 0.11267553969886146]",0.01,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[-0.15541014881879112, -0.01562526570632894, -0.029172879788188662]","[0.5990793416169107, 0.5349040845628863, 0.32812677500345944]",-0.20020829431330872,0.004834175109863281,2,0.1,-0.2156754227034353,{'runtime': 5},0.15721164070828367,"{'path': 'media/images/line vs geodesic_6_ca28e579fa77ee242450.png', 'size': 110508, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': 'ca28e579fa77ee24245084f0eddd162e693fc60b758eb487ab58c278e07d9459'}",,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.1,2.0,False,5.0,,,,,run_45ov2f92
352,"[-1.10650285302263, -0.26679443859767343, 0.7629725285121115, -0.31329961166364406, 0.04317354896759373, -0.25824398873673826, 0.20461611771993307, 1.0402661144496588, 0.9548431760564566, 0.02943693163729274, 0.8987899194512632]",0.5876549391335462,"[0.0017509096860747753, -0.005619286589177486, 0.006041879471705397, -0.0009023470593289008, 0.009784096797305075, -0.0026146165754984407, 0.013306672615525234, -0.004579388090534486, -0.008111299117553594, -0.0005190452396214296, 0.002456915259010095]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.192826585831788,"[-1.1029412151847564, -0.2641427623443671, 0.7646192494148403, -0.30989935266326263, 0.04547575917370528, -0.2553082384881785, 0.20517238698393997, 1.041595186565324, 0.9570478204239212, 0.0305031801655608, 0.9004401049941515]",0.5418660897609351,0.01099449115790624,Lin2015,"[0.29610190569059935, 0.07316928357343205, -0.19866949601897932, 0.06934146432629473, -0.000748748803023884, 0.09092686290368111, -0.05952095265540741, -0.2677713230940839, -0.25552380366183236, -0.030603841829859264, -0.2414819108139807]",True,"[0.4648484338291616, 0.3460844727849514, 0.21492236645942583, 0.4437860172455065, 0.30047378688435167, 0.3831604916830434, 0.0726016815666152, 0.17346432162281847, 0.28773994662468605, 0.13916180729199945, 0.21537455520663829]",0.021087027280955368,5,"[-1.3990431208753558, -0.3373120459177992, 0.9632887454338196, -0.37924081698955736, 0.04622450797672917, -0.34623510139185965, 0.2646933396393474, 1.3093665096594078, 1.2125716240857536, 0.06110702199542006, 1.1419220158081322]",0.0021331310272216797,0.3523051344038359,5.0,6.2203452587127686,1709958358.279529,0.19219033995054724,"[-0.29349080770099545, -0.07121822906313435, 0.19987139565696288, -0.06684604916167403, 0.002427708723085821, -0.08877047271051453, 0.05991546237989548, 0.26875102895112146, 0.25714945031496805, 0.03138659161247688, 0.24269001075874297]",0.01,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[-0.1652256954818332, -0.11608989736508787, -0.08162395098525402, -0.15516553980164643, -0.11545206576618136, -0.13213300121737703, -0.03883778016170594, -0.05642377126671666, -0.0930798407932928, -0.04842052499561346, -0.07819827528814116]","[0.30127017172081083, 0.22429876268906057, 0.1392920649780455, 0.28761953336382523, 0.1947382905575621, 0.24832788221978763, 0.04705344684635922, 0.11242293650912166, 0.1864854365894561, 0.09019133663521646, 0.13958513035507755]",-1.08065034312285,0.0041522979736328125,2,0.01,-0.5247805603831597,{'runtime': 4},0.5876758399469655,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.01,10.0,False,5.0,,,,,run_962aszq4
353,"[-0.8627472933001787, 0.3144258858034162, 1.7288444514221812, -0.31384105205658347, 0.8467283063093154, -0.5520218468113272]",0.6582485068475616,"[-0.0006581301038931509, 0.010015697496533194, -0.003626083909651967, 0.0034766840971914847, -0.001156206396920656, -0.008670151973822537]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.2154638898596016,"[-0.858225109940676, 0.31763361682600666, 1.73101504271114, -0.30958466029532644, 0.8497415703580498, -0.5482624078881791]",0.3393488311493515,-0.000618190790563633,Lin2015,"[0.2564233087177067, -0.09368079748954938, -0.4965462123956852, 0.08996175308661153, -0.26230871214001694, 0.1881232158288516]",True,"[0.51608452301095, 0.36607545584420736, 0.2477140975852002, 0.4857516242104899, 0.34388232755519416, 0.42903794233920534]",0.014229950698743544,5,"[-1.1146484186583827, 0.411314414315556, 2.227561255106825, -0.399546413381938, 1.1120502824980667, -0.7363856237170308]",0.002026796340942383,0.3758003955431761,5.0,6.2217793464660645,1709958347.0573983,0.2157385613390243,"[-0.2518165165196409, 0.09694940413529646, 0.4987571433456841, -0.08562538938875974, 0.2653782946837584, -0.18429410510698685]",0.01,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[-0.19314757929985985, -0.14748800615560825, -0.08939833733264821, -0.18589131306684675, -0.12798227377706922, -0.15244714673797]","[0.3222265853358365, 0.22856574621486167, 0.15466471914084828, 0.3032876984519871, 0.21470907036500836, 0.2678774986951941]",-0.8963546563700022,0.0039825439453125,2,0.01,-0.3180274443920817,{'runtime': 4},0.6583133508696862,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.01,5.0,False,5.0,,,,,run_u174e5c6
354,"[0.11013928294599525, 1.387680864728589, -0.4500095169522827, -0.9626357768165144]",0.2144767571644796,"[0.0004197506940580853, -0.001339973550475437, -0.003780287869394328, 0.00251271970326461]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.07055300332295145,"[0.11828725440181231, 1.3936480879357078, -0.44609803474972, -0.954930049317294]",0.003046578999760879,-0.00218779102254707,Lin2015,"[-0.009091785064558195, -0.16387874130352076, 0.07327814815075306, 0.11748132484025352]",True,"[0.6130018712310812, 0.4489361569137431, 0.29427519750897485, 0.5797302312401567]",0.004751426779799946,5,"[0.12737903946637052, 1.5575268292392286, -0.519376182900473, -1.0724113741575474]",0.0021610260009765625,0.18289475995911336,5.0,6.578296422958374,1709958333.1434364,0.06973412031250262,"[0.015687789054148332, 0.16871145507936558, -0.07010665843443908, -0.11124600669931396]",0.01,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.11249673942375991, -0.08074038991963045, -0.05002295275124119, -0.10850654576198382]","[0.5009179613525908, 0.3668507308910427, 0.24046864933183687, 0.47372985172799786]",-0.3517666278566154,0.004060506820678711,2,0.01,0.017788946622927626,{'runtime': 4},0.2147334419449176,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.01,3.0,False,5.0,,,,,run_z9dn7r19
355,"[-0.2818906685136331, -0.3144209300893851, 1.1020875732476576]",0.05077341588976483,"[-0.0006261342037853224, -0.0030860638862779677, 0.006212983989428378]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.02221472870139996,"[-0.28454749308666655, -0.31636878937332363, 1.1008522977434223]",0.023696029063465796,0.002500785899365088,Lin2015,"[0.0231292934475244, 0.005680665139529306, -0.04506702612870983]",True,"[0.7551339379207065, 0.5536288193527586, 0.3510952380514968]",0.006965414876676931,6,"[-0.30767678653419095, -0.32204945451285294, 1.145919323872132]",0.002084493637084961,0.07831675612151541,5.0,6.4282567501068115,1709958319.8240757,0.021136900848660396,"[-0.019752070725455817, -0.003215143913053997, 0.04666324370197561]",0.01,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[-0.05827914907688858, -0.0401005508843113, -0.03360060849219071]","[0.6962103413588132, 0.5104287993849039, 0.3236990462994574]",-0.1319803084533906,0.004021644592285156,2,0.01,-0.016257067541656123,{'runtime': 5},0.05097323823238007,"{'height': 800, 'sha256': 'ad854bb3b26ccd3c7c2a63b1dcd56f3afd9263588c3822bbe39d1b46777c59a2', 'path': 'media/images/line vs geodesic_6_ad854bb3b26ccd3c7c2a.png', 'size': 109996, '_type': 'image-file', 'width': 800, 'format': 'png'}",,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.01,2.0,False,5.0,,,,,run_7kt9xzpq
