,X,model,n_gr_iterations,n_gr_function_evaluations,lr_coef_err,linear_coef_hat,lr_duration_time,lr_intercept_err,_wandb,lr_coef_err_sum,linear_intercept_hat,estimator_duration_time,estimator_intercept_err_sum,_runtime,geodesic_tol,rmsd_geodesic,estimator_intercept_err_norm,estimator,noise_factor,lr_coef_err_norm,estimator_coef_err_norm,n_gr_jacobian_evaluations,rmsd_linear,linear_noise,true_intercept,estimator_coef_err,lr_intercept_err_sum,lr_intercept_err_norm,true_coef,_timestamp,line vs geodesic,estimator_intercept_err,estimator_intercept_hat,_step,estimator_coef_hat,estimator_coef_err_sum,synthetic_tan_vec_length,n_X,model,full_run,use_cuda,device_id,estimator,tol_factor,project_dir,torch_dtype,dataset_name,linear_noise,noise_factor,space_dimension,project_linear_noise,synthetic_tan_vec_length,0
269,"[-0.5, -0.25, 0, 0.25, 0.5]",3,8.0,345.0,"[-15.911995237245607, -6.042595419420665, -4.575205090841748, -7.787542884548831, -5.711718368827429, -6.57292225422845, -1.7008504521862289, -3.7549071232943088, -5.794716047324311, -2.530717185740749, -4.540476489055574]","[0.06524239104122519, 0.2873221407871103, 0.7151896218223389, 0.5060955550434517, 0.41023829452519334, 0.5329712365056287, 0.24620366740250765, 0.8616781662175829, 0.8937309890459242, 0.24539540511891453, 0.867192715852043]",0.0021054744720458984,"[-0.8043791006704841, -0.522239627892747, -0.45042432146265465, -0.6351711272926677, -0.4595945520236092, -0.6185834971120583, -0.1809872305779595, -0.4260167939316401, -0.5672315899142737, -0.2541240561631287, -0.5160432729424023]",{'runtime': 5},-64.9236465527139,"[1.3392608836718007, 0.2074309503241349, 0.023139977300024296, 0.3140004470807501, 0.20534174937973737, 0.19698748213954145, 0.003132596635915899, -0.06407032111667017, 0.032055582475026746, 0.04300980607481072, -0.049194161410748935]",0.9243197441101074,3.589518311306093,7.116160154342651,0.01,0.35803903240694135,1.1249829420282134,LLS,0.4,22.90635984559901,18.42526795533511,15.0,0.6021664672121843,True,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]","[12.162988784644318, 4.970836464143979, 3.977064003348679, 6.322432944865911, 4.698841317649338, 5.404760427161573, 1.4790805433224, 3.3764412872696763, 5.034802462663327, 2.1378086337912374, 4.031717977731898]",-5.434795169983626,1.7282462643987295,"[15.977237628286831, 6.329917560207775, 5.290394712664087, 8.293638439592282, 6.121956663352623, 7.105893490734078, 1.9470541195887363, 4.6165852895118915, 6.688447036370235, 2.776112590859664, 5.4076692049076165]",1709938431.0796342,,"[0.298529812472488, 0.3191946615662149, 0.35255473665836473, 0.35753325284553844, 0.2699625061915514, 0.40061851536557314, 0.1446516407739264, 0.37821531510208906, 0.4436689124641211, 0.18342863526990927, 0.4411603225963167]","[1.1211678467027906, 0.219094438108578, 0.03358073413731241, 0.3280933718530189, 0.21528054500701263, 0.2121323924040983, 0.00739366974624114, -0.05557903677980496, 0.04435056634872872, 0.04929195798466992, -0.03682133629118502]",6,"[0.5027112900990098, 0.39673625261726647, 0.7989268275396807, 0.6756588487543699, 0.530299813214048, 0.6587200073493089, 0.27371891565102685, 0.9293914795467136, 1.0007943439197136, 0.2869196880540206, 0.9397683948404586]",53.59677484659234,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.4,10,True,5.0,run_81i78qiz
270,"[-0.5, -0.25, 0, 0.25, 0.5]",3,13.0,286.0,"[-10.720374794360344, -5.046271687692723, -4.146744751780614, -5.85394598486422, -4.7165161403072595, -4.809588336301676]","[-0.0019171366155240224, 0.5594106544599149, 1.4520189043778882, 0.5034559166884363, 1.129072674749724, 0.2599004495700024]",0.0019791126251220703,"[-0.4307636956989114, -0.4806213977814407, -0.6575913682017664, -0.5567340141388781, -0.583553588899232, -0.3250837081920804]",{'runtime': 6},-35.29344169530684,"[1.5095726881525675, 0.24904918043544128, -0.18402706943908748, 0.3924375602345395, 0.0813827125041146, 0.49048727105951934]",0.7541055679321289,1.956235577036789,7.047673463821411,0.01,0.5390653564179886,0.9305509327426308,LLS,0.4,15.40237429015935,11.826556798031648,22.0,0.845132377688708,True,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]","[7.617651269160536, 4.121399768394065, 3.8534578529157457, 4.597433125184146, 4.001472154803424, 3.585469371951344]",-3.0343477729123087,1.2669442245100286,"[10.71845765774482, 5.6056823421526385, 5.598763656158502, 6.357401901552656, 5.845588815056983, 5.069488785871679]",1709938416.7951174,,"[0.13277605318088037, 0.3081555489257068, 0.6520563038328222, 0.31306171852875, 0.47358524517401646, 0.076600707394613]","[1.2377398383463185, 0.26095061993686564, -0.18865771536702453, 0.40898031859782863, 0.08513321083262333, 0.503786049062077]",6,"[0.2988844576472569, 0.6109104246039488, 1.4941205111126108, 0.562566540424614, 1.1828247121932898, 0.3208203167597518]",27.77688354240926,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.4,5,True,5.0,run_gxh9d8v6
271,"[-0.5, -0.25, 0, 0.25, 0.5]",3,20.0,324.0,"[-3.204311302960711, -0.9496542141944366, -0.8371661891763071, -1.5787435529341087]","[-0.6769229981247807, 2.477630783246932, -0.14304858157170028, -0.21893228143294963]",0.002208948135375977,"[-0.02361877295575998, -0.912350093854359, -0.13616944211209425, -0.12740233425894565]",{'runtime': 6},-6.569875259265563,"[1.6065986896474531, -0.18267951563747703, 0.3373948566505847, 0.821769240114472]",0.8571560382843018,0.3906841273920943,7.090264797210693,0.01,0.6288471914607136,1.1848095927315698,LLS,0.4,3.789819585026445,0.6101536545420633,36.0,1.4404248533070882,True,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]","[0.28505910225708675, -0.12404797838437975, 0.27021954439866414, 0.4501358542208631]",-1.1995406431811588,0.9315116810495402,"[2.52738830483593, 3.4272849974413684, 0.6941176076046068, 1.359811271501159]",1709938402.698372,,"[-0.4219456885857959, 1.082247544961897, -0.03960120081594187, -0.2300165281680645]","[1.3555130900595804, -0.35113337074949597, 0.33124223266862324, 0.7774314610084125]",6,"[-1.750943986509971, 3.045057391009847, -0.6524925513128312, -1.3995743585377436]",0.8813665224922342,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.4,3,True,5.0,run_z3c1g459
272,"[-0.5, -0.25, 0, 0.25, 0.5]",3,13.0,182.0,"[-1.142085518077157, -0.5947360299834281, -0.6926436372279914]","[0.3988739068519635, 0.7559990900683726, 1.5389314300490466]",0.0020220279693603516,"[0.02559259963702276, -0.32268864647597456, -0.06854201518530767]",{'runtime': 5},-2.4294651852885765,"[1.350991519878754, 0.4069819317409074, 0.4050222835773713]",0.49186062812805176,0.5331209645176787,6.8364856243133545,0.01,0.5005589292303019,0.3565947865925471,LLS,0.4,1.4621304607162926,0.5303251754758868,26.0,1.1520323189698658,True,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]","[-0.2257635216189371, -0.10639480600124208, -0.4679270982810291]",-0.3656380620242594,0.3308790588211052,"[1.5409594249291203, 1.3507351200518007, 2.231575067277038]",1709938390.3410256,"{'height': 800, 'sha256': '609a165339bbd0904c8a96f5ce4095c777521f9a2b689ec1524e595e1a6196d6', 'path': 'media/images/line vs geodesic_7_609a165339bbd0904c8a.png', 'size': 29797, '_type': 'image-file', 'width': 800, 'format': 'png'}","[0.13477094132471712, 0.3209437775229641, 0.07740624566999743]","[1.1365673402530805, 0.3861740317801475, 0.3776968839011344]",7,"[1.2544150496676771, 1.2249350277858366, 2.522364146575324]",-0.8000854259012082,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.4,2,True,5.0,run_bk5w9tw1
273,"[-0.5, -0.25, 0, 0.25, 0.5]",3,15.0,644.0,"[-15.89335351649565, -5.976963740862846, -4.540077659678533, -7.776058156747056, -5.612153891753937, -6.579328489667164, -1.7269743553690309, -3.763165351006215, -5.71323015897547, -2.508942166285454, -4.561236926977899]","[0.08388411179118299, 0.3529538193449291, 0.7503170529855537, 0.5175802828452263, 0.5098027715986858, 0.5265650010669142, 0.2200797642197057, 0.853419938505676, 0.9752168773947648, 0.2671704245742095, 0.8464322779297175]",0.0025916099548339844,"[-0.7487954618768553, -0.4944167609722272, -0.4378356361345874, -0.5949703808440118, -0.47648415564934465, -0.5782739281332485, -0.12877935908475335, -0.42336487754644125, -0.5551749335866727, -0.2458557149476713, -0.4489857441709454]",{'runtime': 7},-64.65148441381926,"[1.3948445224654296, 0.23525381724465477, 0.03572866262809153, 0.35420119352940593, 0.18845214575400196, 0.23729705111835123, 0.05534046812912204, -0.06141840473147133, 0.0441122388026277, 0.05127814729026812, 0.017863367360707993]",1.70391583442688,3.46430882252144,7.971926212310791,0.01,0.46636819526298934,1.0911243242289907,LLS,0.2,22.82696930569032,17.570932449696937,28.0,0.9466740709078224,True,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]","[11.60323207357818, 4.735766184925232, 3.7727111339711383, 6.081366376609595, 4.472554286962843, 5.197286669855806, 1.3880209959838885, 3.233541998689385, 4.737558500923955, 2.0361957078203985, 3.803990628534303]",-5.132936952946759,1.636564891149307,"[15.977237628286831, 6.329917560207775, 5.290394712664087, 8.293638439592282, 6.121956663352623, 7.105893490734078, 1.9470541195887363, 4.6165852895118915, 6.688447036370235, 2.776112590859664, 5.4076692049076165]",1709938375.0929933,,"[0.35514623296627845, 0.3057896125448429, 0.34554301883131344, 0.3375834104072277, 0.3108125155196433, 0.3726558347295794, 0.0827861878403305, 0.3740685507390596, 0.4377977535744582, 0.17974203799221206, 0.3623836673764941]","[1.148171021601313, 0.2480207557575872, 0.04737362176113403, 0.36912029217929104, 0.2011856608767402, 0.2533796237832832, 0.058239133876918904, -0.04872361329371771, 0.0595494633405718, 0.05835098728628026, 0.029911235708574]",6,"[0.7627195434801205, 0.5215736874060537, 0.9461878817317968, 0.7660380696573373, 0.6992220286260734, 0.7359130202730271, 0.29315287583157645, 1.039421701082467, 1.2281108541030146, 0.3499317162199737, 1.058706921049673]",51.062224557854734,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,10,True,5.0,run_agvenbzn
274,"[-0.5, -0.25, 0, 0.25, 0.5]",3,10.0,273.0,"[-10.65990253498981, -4.877129765084154, -4.25651009184639, -5.826158667899556, -4.943255336934992, -4.848709821004868]","[0.05855512275500902, 0.7285525770684839, 1.3422535643121118, 0.5312432336531007, 0.9023334781219912, 0.22077896486681076]",0.0019533634185791016,"[-0.5628115108782932, -0.5445140580110623, -0.5667706824456891, -0.5768092778817965, -0.5706858892578263, -0.3738884313325215]",{'runtime': 6},-35.41166621775977,"[1.377524872973186, 0.18515652020581969, -0.09320638368301014, 0.3723622964916212, 0.09425041214552037, 0.44168254791907824]",0.731544017791748,2.1963929125371604,6.998053312301636,0.01,0.34071888272109,0.9428817190401928,LLS,0.2,15.408688459467555,11.866654856959906,21.0,0.5955508769708224,True,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]","[7.64784846792251, 3.985810737043722, 3.7947796960743454, 4.584050607609937, 4.176842383937708, 3.6852868082751513]",-3.195479849807189,1.3163074295017645,"[10.71845765774482, 5.6056823421526385, 5.598763656158502, 6.357401901552656, 5.845588815056983, 5.069488785871679]",1709938359.9168713,,"[0.25237592531001796, 0.40900540079501546, 0.522743873685256, 0.3736921660888708, 0.46290280331919464, 0.17567274333880578]","[1.177196523090798, 0.18976268520257247, -0.0840273763695855, 0.37435895026053906, 0.10030789474563788, 0.4387651762774055]",6,"[0.4524112573532041, 0.8477038874987719, 1.4768391326602517, 0.6618105382895066, 1.0260713312896552, 0.33077273496877835]",27.874618700863373,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,5,True,5.0,run_1n02bpsr
275,"[-0.5, -0.25, 0, 0.25, 0.5]",3,11.0,189.0,"[-2.3041034063929304, -2.19666803236734, -0.6142263489274956, -1.3149426208619248]","[0.2232848984429996, 1.2306169650740284, 0.07989125867711123, 0.04486865063923426]",0.002103090286254883,"[-0.3582548052713723, -0.456203970487259, -0.21930579538786776, -0.42592400231324834]",{'runtime': 5},-6.42994040854969,"[1.271962657331841, 0.27346660772962295, 0.2542585033748112, 0.5232475720601694]",0.5140132904052734,1.2790274875647103,6.7596800327301025,0.01,0.1737478221744718,0.6630361065895626,LLS,0.2,3.498655606894187,2.436703875222952,21.0,0.2516523115453868,True,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]","[1.414185113661425, 1.7184943045758103, 0.40503412690806107, 0.90572121594081]",-1.4596885734597476,0.7523130038924025,"[2.52738830483593, 3.4272849974413684, 0.6941176076046068, 1.359811271501159]",1709938347.467158,,"[0.28736298197080123, 0.4247654285293005, 0.19421265105783583, 0.372686426006773]","[1.1658449513857594, 0.2500936521069906, 0.23706180588116585, 0.4903563153868949]",6,"[0.3564891686535789, 1.4436316148202346, 0.0967627601493036, 0.06450256475840649]",4.443434761086106,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,3,True,5.0,run_a9taayzt
276,"[-0.5, -0.25, 0, 0.25, 0.5]",3,22.0,287.0,"[-1.539664012946448, -1.2347369538848434, -0.9347845584807152]","[0.0012954119826724163, 0.11599816616695743, 1.2967905087963227]",0.0020008087158203125,"[0.024674380736563473, -0.0975371722591778, -0.20346398198881951]",{'runtime': 5},-3.709185525312007,"[1.3500733009782946, 0.6321334059577042, 0.27010031677385943]",0.7537944316864014,0.4355724266294402,7.145455598831177,0.01,0.3946023159605153,0.27451432336801623,LLS,0.2,2.183795500688003,1.4624460775165011,41.0,0.5098024167291657,True,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]","[0.7993026539911874, 1.091835790369648, 0.5547597712829675]",-0.27632677351143387,0.2269799925187154,"[1.5409594249291203, 1.3507351200518007, 2.231575067277038]",1709938334.5178926,"{'width': 800, 'format': 'png', 'height': 800, 'sha256': 'ac29097407bf36961f39927704379fe438e30328cc9d2264cf2d792089cb5d65', 'path': 'media/images/line vs geodesic_7_ac29097407bf36961f39.png', 'size': 29737, '_type': 'image-file'}","[0.09773449572032566, 0.10281734558023949, 0.235020585328875]","[1.1930314877548462, 0.6086856112086386, 0.22983898164173067]",7,"[0.3172113488888659, 0.03333853758363692, 1.558266734447972]",2.445898215643803,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,2,True,5.0,run_ok89i9an
277,"[-0.5, -0.25, 0, 0.25, 0.5]",3,7.0,322.0,"[-15.899917913966751, -5.928631811162128, -4.520687478199861, -7.779553422079419, -5.5787095138850065, -6.615885420033123, -1.6595049861764126, -3.78555853661773, -5.708324644135953, -2.5251034856484766, -4.554109349540735]","[0.07731971432008035, 0.4012857490456471, 0.7697072344642266, 0.5140850175128633, 0.5432471494676158, 0.4900080707009544, 0.2875491334123237, 0.8310267528941617, 0.980122392234282, 0.2510091052111873, 0.8535598553668813]",0.0020143985748291016,"[-0.7954116672614735, -0.5003873991919237, -0.464575206591009, -0.6613701856329309, -0.515915332143436, -0.5861462669163574, -0.18210143797018072, -0.4310758819506603, -0.5858462006573274, -0.22236264505342115, -0.48345877481221944]",{'runtime': 6},-64.5559865614456,"[1.3482283170808114, 0.22928317902495837, 0.00898909217167001, 0.2878013887404868, 0.14902096925991065, 0.22942471233524228, 0.002018389243694693, -0.06912940913569039, 0.01344097173197296, 0.07477121718451826, -0.016609663280566046]",0.871995210647583,3.580919664004553,8.553018569946289,0.01,0.3539452155747631,1.1257849047460835,LLS,0.1,22.816474559712876,17.98058651606523,14.0,0.6757257363499333,True,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]","[11.864327809260311, 4.714857443950082, 3.897515939596312, 6.216806137739269, 4.547670809661706, 5.296748779556429, 1.421281290452243, 3.4020208919942023, 4.916353294041045, 2.0508858820185827, 3.97022929185205]",-5.42865099818094,1.7295735440456597,"[15.977237628286831, 6.329917560207775, 5.290394712664087, 8.293638439592282, 6.121956663352623, 7.105893490734078, 1.9470541195887363, 4.6165852895118915, 6.688447036370235, 2.776112590859664, 5.4076692049076165]",1709938320.1127746,,"[0.3107124991826866, 0.29012768282907453, 0.3673777802882743, 0.39107687595255247, 0.34101468942378416, 0.3586581051224645, 0.14435702809226608, 0.37812800586230216, 0.4625384845902586, 0.14210483409244473, 0.39482367856844447]","[1.117977463981015, 0.24242773529541636, 0.023177081418007457, 0.30511250708539683, 0.16351472782335189, 0.24521494726816745, 0.007870870394785364, -0.055209258354504215, 0.031106852980238, 0.08077058748551635, -0.0016157206359076134]",6,"[0.5939098517048889, 0.5662510552067933, 0.8569382686037251, 0.7235694770129564, 0.6804596490650492, 0.6646494722656543, 0.31863165782645897, 0.8836217701971254, 1.0919537228993992, 0.31750085892230145, 0.9354937733570948]",52.29869757012223,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.1,10,True,5.0,run_xavt2rci
278,"[-0.5, -0.25, 0, 0.25, 0.5]",3,8.0,221.0,"[-10.615901612952715, -4.937288796916409, -4.28212458905813, -5.853104236206519, -4.927469163206299, -4.777585615212292]","[0.10255604479210242, 0.6683935452362293, 1.3166390671003714, 0.5042976653461362, 0.9181196518506848, 0.2919031706593871]",0.0024390220642089844,"[-0.602777404712376, -0.5114196406205423, -0.5557512994347575, -0.5843219906268147, -0.5512423520484977, -0.4938393339380004]",{'runtime': 5},-35.393474013552364,"[1.3375589791391032, 0.2182509375963396, -0.08218700067207856, 0.36484958374660303, 0.11369394935484887, 0.3217316453135993]",0.5925393104553223,2.321306007634283,6.7858567237854,0.01,0.3171643455473608,0.9620088501054764,LLS,0.1,15.3874911724165,11.790076543679552,17.0,0.5894277584607744,True,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]","[7.600423747046684, 3.9740844044320127, 3.778442552124084, 4.562828351076641, 4.0996710903652165, 3.6800520631282927]",-3.2993520213809884,1.3501584212358284,"[10.71845765774482, 5.6056823421526385, 5.598763656158502, 6.357401901552656, 5.845588815056983, 5.069488785871679]",1709938306.0556426,,"[0.3054042606319327, 0.3702339795932528, 0.5027985132856655, 0.3853332879801768, 0.4374945010829972, 0.3200414650602579]","[1.1458452926607214, 0.22410393647682553, -0.06712039669772747, 0.3694770377322247, 0.12316196832321978, 0.32642236575154526]",6,"[0.5414312370724792, 0.8353071738621864, 1.4809877288447486, 0.6936553623530335, 1.0879473516863465, 0.4360051317285667]",27.695502208172933,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.1,5,True,5.0,run_ogyzfy84
279,"[-0.5, -0.25, 0, 0.25, 0.5]",3,9.0,162.0,"[-2.3812748118995835, -2.239101979079691, -0.7068474194349005, -1.4068686256320424]","[0.14611349293634665, 1.1881830183616775, -0.01272981183029362, -0.04705735413088341]",0.001959085464477539,"[-0.3117947712143654, -0.4109169615730227, -0.17691085282253932, -0.3627688618844884]",{'runtime': 5},-6.734092836046218,"[1.318422691388848, 0.31875361664385926, 0.29665344594013965, 0.5864027124889293]",0.451908826828003,1.1674481868867344,6.603815078735352,0.01,0.18659114969332977,0.60914484954188,LLS,0.1,3.628079382628715,2.885670786755852,18.0,0.25539801925603023,True,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]","[1.700314755798757, 1.957465639742754, 0.5665369366884756, 1.13286794876688]",-1.2623914474944158,0.6549560486508912,"[2.52738830483593, 3.4272849974413684, 0.6941176076046068, 1.359811271501159]",1709938293.365421,,"[0.2802654516957708, 0.39864237851074447, 0.15983932405139745, 0.3287010326288218]","[1.2082684992514967, 0.2855617639887336, 0.27771981907412047, 0.5488523911987129]",6,"[0.26229382290504366, 1.267816370226832, -0.02190396421027784, -0.07112176421171028]",5.357185280996867,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.1,3,True,5.0,run_vmbc1ij1
280,"[-0.5, -0.25, 0, 0.25, 0.5]",3,11.0,154.0,"[-1.30656396404165, -1.1420660518480092, -1.0785014408731433]","[0.23439546088747065, 0.2086690682037916, 1.1530736264038948]",0.0011196136474609375,"[-0.08196373843278693, -0.17528279221138665, -0.22727495769188596]",{'runtime': 5},-3.5271314567628025,"[1.2434351818089442, 0.5543877860054953, 0.246289341070793]",0.3882308006286621,0.5607034752506793,6.851343870162964,0.01,0.14086916344218478,0.3326301839269943,LLS,0.1,2.0431812491507886,1.524190180557179,22.0,0.19580837840992169,True,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]","[0.8298470297209435, 0.9576416832971292, 0.8470135891366175]",-0.4845214883360596,0.2984895610522201,"[1.5409594249291203, 1.3507351200518007, 2.231575067277038]",1709938279.3501678,"{'sha256': 'c7f0af6e08cdf567ea701b3cdc5d62e69d716a7687d536fa5cdb6b1497031731', 'path': 'media/images/line vs geodesic_7_c7f0af6e08cdf567ea70.png', 'size': 29798, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800}","[0.13178528965826986, 0.18906153658453703, 0.23985664900787243]","[1.1480890541595992, 0.518407613498522, 0.2221756569650464]",7,"[0.34094760643105254, 0.20631484514842513, 1.2804419366584805]",2.63450230215469,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.1,2,True,5.0,run_a6udaish
281,"[-0.5, -0.25, 0, 0.25, 0.5]",3,8.0,345.0,"[-15.919464239495346, -5.9293446663947265, -4.504991057570564, -7.750915610258965, -5.59272453815006, -6.647008995293822, -1.6844764455335834, -3.7593849924219622, -5.6914837338073925, -2.516920039765518, -4.539731376200731]","[0.057773388791486434, 0.4005728938130487, 0.785403655093523, 0.542722829333317, 0.5292321252025626, 0.4588844954402565, 0.26257767405515275, 0.8572002970899291, 0.9969633025628424, 0.25919255109414646, 0.8679378287068854]",0.002184152603149414,"[-0.7743479868742948, -0.5007124497799722, -0.4655896171431834, -0.6534840848595134, -0.5002060863694977, -0.5623151597383589, -0.17159007258663253, -0.42645989677734425, -0.5957636003237793, -0.22991204822925343, -0.4890789946830828]",{'runtime': 6},-64.53644569489268,"[1.36929199746799, 0.22895812843690977, 0.00797468161949555, 0.2956874895139043, 0.16473021503384894, 0.2532558195132408, 0.01252975462724288, -0.06451342396237432, 0.003523572065521163, 0.06722181400868596, -0.02222988315142945]",0.932164192199707,3.542464172890634,7.1182098388671875,0.01,0.3798009625975976,1.1180080770168932,LLS,0.01,22.819440711340803,18.016366640325145,15.0,0.6962336558474174,True,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]","[11.889096719484318, 4.742339241421007, 3.897209251582433, 6.20806325234095, 4.561933226811361, 5.323171614895648, 1.4380464943206062, 3.377118711246453, 4.931890373826037, 2.06387306579824, 3.977104641394323]",-5.369459997364913,1.708464412158292,"[15.977237628286831, 6.329917560207775, 5.290394712664087, 8.293638439592282, 6.121956663352623, 7.105893490734078, 1.9470541195887363, 4.6165852895118915, 6.688447036370235, 2.776112590859664, 5.4076692049076165]",1709938266.351049,,"[0.2976472623765809, 0.28820937689310716, 0.3745947524989242, 0.3778238449777429, 0.3211696023445906, 0.3256909938444055, 0.13296122159424825, 0.38045675527917433, 0.4826627263639454, 0.15198069222429167, 0.4092669444936231]","[1.128475723390902, 0.2440590474608442, 0.017848684905821623, 0.31529303955547056, 0.1785439749210285, 0.27012880229386094, 0.016441840988042244, -0.05691800580191901, 0.016127408938158578, 0.07344223382789652, -0.012369071613501889]",6,"[0.5673526431457001, 0.5398476924197841, 0.864426327533147, 0.7250144453015187, 0.6524407822429074, 0.6145116435848959, 0.293203775093451, 0.9112567155112796, 1.094372122024735, 0.3135005784288262, 0.9415451844805192]",52.40984659312137,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.01,10,True,5.0,run_4f16fhkf
282,"[-0.5, -0.25, 0, 0.25, 0.5]",3,8.0,221.0,"[-10.640282284009022, -4.900717109655558, -4.260063223008247, -5.862648431389235, -4.870953146547319, -4.817952907473135]","[0.07817537373579828, 0.7049652324970812, 1.3387004331502548, 0.49475347016342097, 0.974635668509664, 0.25153587839854347]",0.0014297962188720703,"[-0.5865508995777353, -0.531349104024231, -0.5633149561636518, -0.584456938163499, -0.5644006889113777, -0.4581416884447475]",{'runtime': 5},-35.35261710208251,"[1.3537854842737438, 0.19832147419265103, -0.0897506574009728, 0.3647146362099187, 0.10053561249196888, 0.35742929080685215]",0.5782060623168945,2.2890558918513557,6.808597803115845,0.01,0.32294641512642047,0.9575183984606488,LLS,0.01,15.38474164036735,11.799895845673216,17.0,0.5873652085942462,True,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]","[7.607969824453488, 3.969694463993509, 3.790489628023125, 4.584871045397495, 4.071110329433939, 3.692569504285813]",-3.2882142752852426,1.346747721320721,"[10.71845765774482, 5.6056823421526385, 5.598763656158502, 6.357401901552656, 5.845588815056983, 5.069488785871679]",1709938253.73747,,"[0.28645545937936756, 0.38864546664269384, 0.5142706493841146, 0.3776384520245615, 0.4504076009504221, 0.27163826347019626]","[1.1542183421426535, 0.20734334917750655, -0.07689439759667765, 0.3729483218405252, 0.1112814595810098, 0.3631004743848331]",6,"[0.49166496937178994, 0.8430229077034346, 1.4725849553662695, 0.6536629996703467, 1.1175901770172778, 0.3794472621370094]",27.716704795587365,5.0,5,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.01,5,True,5.0,run_3izha7kz
