,X,model,n_gr_iterations,n_gr_function_evaluations,lr_coef_err,linear_coef_hat,lr_duration_time,lr_intercept_err,_wandb,lr_coef_err_sum,linear_intercept_hat,estimator_duration_time,estimator_intercept_err_sum,_runtime,geodesic_tol,rmsd_geodesic,estimator_intercept_err_norm,estimator,noise_factor,lr_coef_err_norm,estimator_coef_err_norm,n_gr_jacobian_evaluations,rmsd_linear,linear_noise,true_intercept,estimator_coef_err,lr_intercept_err_sum,lr_intercept_err_norm,true_coef,_timestamp,line vs geodesic,estimator_intercept_err,estimator_intercept_hat,_step,estimator_coef_hat,estimator_coef_err_sum,synthetic_tan_vec_length,n_X,model,full_run,use_cuda,device_id,estimator,tol_factor,project_dir,torch_dtype,dataset_name,linear_noise,noise_factor,space_dimension,project_linear_noise,synthetic_tan_vec_length,0
452,"[-0.5, -0.46551724137931033, -0.43103448275862066, -0.39655172413793105, -0.3620689655172414, -0.3275862068965517, -0.2931034482758621, -0.25862068965517243, -0.22413793103448276, -0.1896551724137931, -0.15517241379310345, -0.1206896551724138, -0.08620689655172414, -0.051724137931034475, -0.017241379310344862, 0.017241379310344862, 0.051724137931034475, 0.0862068965517242, 0.1206896551724138, 0.15517241379310345, 0.18965517241379315, 0.22413793103448276, 0.2586206896551724, 0.2931034482758621, 0.3275862068965517, 0.3620689655172413, 0.39655172413793105, 0.43103448275862066, 0.4655172413793104, 0.5]",3,1.0,21.0,"[-0.014723966284888215, -0.032296787764813026, 0.11688223085235566]","[-0.07625932359172623, -0.09670667866738356, 0.34606609562678214]",0.0020475387573242188,"[-0.0051800207133747556, -0.005824567950557191, -0.02024525869012872]",{'runtime': 5},0.06986147680265442,"[0.749309469722327, 0.544704782318658, 0.3370543961015194]",0.09055685997009276,0.007380302404332129,6.632617235183716,0.01,0.12773307669340334,0.015282123744184023,LLS,0.6,0.1221529106166008,0.12162937247042496,3.0,0.12747689990547462,True,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[0.02451114541430864, 0.0393807766631557, -0.11243692644071446]",-0.031249847354060667,0.02169397856161663,"[-0.06153535730683801, -0.06440989090257054, 0.22918386477442648]",1709878194.4484413,"{'size': 104241, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': '09f022141b5749b4d543c66e651265603969d22588fe44039f060459a955ada5', 'path': 'media/images/line vs geodesic_6_09f022141b5749b4d543.png'}","[-0.005271497748762122, -0.0016025485125663597, 0.01425434866566061]","[0.7598495101562505, 0.5521963160268231, 0.3430859228847945]",6,"[-0.08188945035293775, -0.100763545936574, 0.3435434383392004]",-0.04854500436325011,,30,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,2,True,,run_fxl7p8at
453,"[-0.5, -0.46551724137931033, -0.43103448275862066, -0.39655172413793105, -0.3620689655172414, -0.3275862068965517, -0.2931034482758621, -0.25862068965517243, -0.22413793103448276, -0.1896551724137931, -0.15517241379310345, -0.1206896551724138, -0.08620689655172414, -0.051724137931034475, -0.017241379310344862, 0.017241379310344862, 0.051724137931034475, 0.0862068965517242, 0.1206896551724138, 0.15517241379310345, 0.18965517241379315, 0.22413793103448276, 0.2586206896551724, 0.2931034482758621, 0.3275862068965517, 0.3620689655172413, 0.39655172413793105, 0.43103448275862066, 0.4655172413793104, 0.5]",3,1.0,69.0,"[0.11991183131344985, -0.021617265489571977, 0.013393731464094756, 0.01472587638693261, -0.015529880510818016, -0.02228829823942574, 0.0060820836480168575, -0.07774462768606269, 0.012558649345996709, -0.00789913665995865, -0.059329646364528144]","[-0.15989679286162128, -0.08907967467313178, 0.2060514805508587, -0.06112228701097884, -0.006284978915472162, -0.09153531851779764, 0.05902075157588635, 0.18412867424581889, 0.25507297416314745, 0.004322267739125385, 0.16905475679709833]",0.0024454593658447266,"[-0.02455813079725766, 0.001882016470824588, -0.0036509572897898968, -0.00026091339868977714, -0.003663066559831896, -0.0018466311967944016, 0.003637899977449871, -0.01906238342360264, -0.01822111964802997, -0.0012351593061073196, -0.03935694190825753]",{'runtime': 5},-0.03773668279187445,"[0.4419377364053864, 0.342270676524973, 0.2172650586735096, 0.4425241597667819, 0.3065272897639115, 0.37861425224037026, 0.08952912698551503, 0.14978432435223568, 0.2613441577347189, 0.1373767023247226, 0.17842646373496118]",0.19215631484985352,0.02096616384845533,6.892228841781616,0.01,0.1967138030682887,0.04672852660877591,LLS,0.4,0.16062902666651385,0.1591318387649921,3.0,0.1962689396777185,True,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[-0.11007326259888114, 0.029234514208995283, -0.008585531588287398, -0.004889983196189773, 0.022330558307602923, 0.030730821025476723, -0.0040867605393225745, 0.08112613739710284, -0.006723890407716954, 0.01094394221299965, 0.063626797113573]",-0.10633538708008664,0.053814328173150176,"[-0.27980862417507113, -0.06746240918355981, 0.19265774908676395, -0.07584816339791145, 0.009244901595345856, -0.0692470202783719, 0.0529386679278695, 0.2618733019318816, 0.2425143248171507, 0.012221404399084037, 0.22838440316162648]",1709878182.0825255,,"[0.01280977288612356, -0.011933939765497116, -0.0026082559590468457, -0.013253527260835283, -0.005567250130278922, -0.009697396287981996, -0.006433883501480428, 0.015609399464184189, 0.010810641858195693, -0.0028232425003898165, 0.0340538450454623]","[0.4541865360778515, 0.35270326067969565, 0.22376758279744333, 0.4565321185024595, 0.316100629402312, 0.3905811010856541, 0.09242365702711668, 0.15341044797156647, 0.26905226115221687, 0.1415886319627552, 0.1839427403433776]",5,"[-0.16457594413218216, -0.0928129015698358, 0.2037352456657316, -0.06591849139062354, -0.009575981035534682, -0.09565699466788063, 0.058024688277023645, 0.18255306327347, 0.25231261622169393, 0.002847679352520125, 0.16700884152071171]",0.10363334193535256,,30,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,10,True,,run_3c0eilfi
454,"[-0.5, -0.46551724137931033, -0.43103448275862066, -0.39655172413793105, -0.3620689655172414, -0.3275862068965517, -0.2931034482758621, -0.25862068965517243, -0.22413793103448276, -0.1896551724137931, -0.15517241379310345, -0.1206896551724138, -0.08620689655172414, -0.051724137931034475, -0.017241379310344862, 0.017241379310344862, 0.051724137931034475, 0.0862068965517242, 0.1206896551724138, 0.15517241379310345, 0.18965517241379315, 0.22413793103448276, 0.2586206896551724, 0.2931034482758621, 0.3275862068965517, 0.3620689655172413, 0.39655172413793105, 0.43103448275862066, 0.4655172413793104, 0.5]",3,1.0,39.0,"[-0.005521635669664765, -0.014484516375343525, 0.05109517663388768, -0.008043339641536529, 0.012362463439810597, 0.027302674560134063]","[-0.22845131940134136, 0.06777836648776765, 0.4966074276552526, -0.08795262231792411, 0.23477251993942397, -0.11997445018327207]",0.0013322830200195312,"[-0.03106073712557611, -0.020517875328688095, -0.01715945834209817, -0.028436198785491085, 0.009796333691147184, 0.0019987692053766715]",{'runtime': 5},0.06271082294728753,"[0.4843134275101202, 0.3555358770417818, 0.22690359813139832, 0.4607428127333428, 0.35248767783322477, 0.4223234146385408]",0.1085965633392334,-0.0009729268124185896,6.570594549179077,0.01,0.1978241399914079,0.03502093705487344,LLS,0.4,0.06175733643358212,0.05943832137244557,3.0,0.1972188210914729,True,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[0.013489103848074668, 0.02031234343141948, -0.04733897284003325, 0.015704601044566086, -0.006481984859399881, -0.020217266334452005]",-0.0853791666853296,0.050880057418153185,"[-0.22292968373167657, 0.08226288286311118, 0.44551225102136494, -0.07990928267638758, 0.22241005649961337, -0.14727712474340615]",1709878166.2518744,,"[0.012394273406632015, 0.007212372320368143, 0.009272156013895833, 0.010604877037695136, -0.021646918728647435, -0.018809686862362285]","[0.5032910277316323, 0.3690691565092143, 0.23493685198419376, 0.4788699309415334, 0.36455737404368393, 0.43939991462060657]",5,"[-0.23717949027093815, 0.06139410832331884, 0.4924935238809019, -0.09633678800908282, 0.2283638933401219, -0.12770186992698052]",-0.024532175709824897,,30,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,5,True,,run_7d4lvtti
455,"[-0.5, -0.46551724137931033, -0.43103448275862066, -0.39655172413793105, -0.3620689655172414, -0.3275862068965517, -0.2931034482758621, -0.25862068965517243, -0.22413793103448276, -0.1896551724137931, -0.15517241379310345, -0.1206896551724138, -0.08620689655172414, -0.051724137931034475, -0.017241379310344862, 0.017241379310344862, 0.051724137931034475, 0.0862068965517242, 0.1206896551724138, 0.15517241379310345, 0.18965517241379315, 0.22413793103448276, 0.2586206896551724, 0.2931034482758621, 0.3275862068965517, 0.3620689655172413, 0.39655172413793105, 0.43103448275862066, 0.4655172413793104, 0.5]",3,0.0,9.0,"[0.01000874613372764, -0.025234220462600987, 0.00182594707624463, 0.005704824260015839]","[0.03548455402700183, 0.28627114538524473, -0.10204928950384994, -0.20877745057149355]",0.00254964828491211,"[-0.00927811673054224, -0.010660013263681434, 0.00533766341665437, -0.00812468996472926]",{'runtime': 5},-0.0076947029926128785,"[0.6041365840458085, 0.43693110754699177, 0.29582926549973243, 0.5741117075252524]",0.05037832260131836,-0.0034913939305156183,6.443512201309204,0.01,0.12184575566238366,0.01054052624206707,LLS,0.4,0.027799639999242256,0.027779945986630323,1.0,0.12168173422358686,True,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.010805848690777125, 0.02466222864874995, -0.0022275201964053054, -0.006463100257888016]",-0.022725156542298564,0.017152858963446725,"[0.02547580789327419, 0.3115053658478457, -0.10387523658009457, -0.2144822748315094]",1709878151.9832983,,"[0.000990188242910417, 0.004665988596457726, -0.00939621970932708, 0.0002486489394433189]","[0.6124585534512272, 0.4429498248458701, 0.2999043077364224, 0.5820200848549649]",5,"[0.03767784079655996, 0.287857401279522, -0.10097529658370018, -0.20669316757056855]",0.005165759503679507,,30,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,3,True,,run_7ybdimg5
456,"[-0.5, -0.46551724137931033, -0.43103448275862066, -0.39655172413793105, -0.3620689655172414, -0.3275862068965517, -0.2931034482758621, -0.25862068965517243, -0.22413793103448276, -0.1896551724137931, -0.15517241379310345, -0.1206896551724138, -0.08620689655172414, -0.051724137931034475, -0.017241379310344862, 0.017241379310344862, 0.051724137931034475, 0.0862068965517242, 0.1206896551724138, 0.15517241379310345, 0.18965517241379315, 0.22413793103448276, 0.2586206896551724, 0.2931034482758621, 0.3275862068965517, 0.3620689655172413, 0.39655172413793105, 0.43103448275862066, 0.4655172413793104, 0.5]",3,1.0,21.0,"[0.002802812934547004, -0.004603041100528268, 0.003245956365728802]","[-0.05873254437229101, -0.06901293200309881, 0.23242982114015528]",0.0014278888702392578,"[0.003700485758886707, -0.0025778487959323693, -0.019752414553842745]",{'runtime': 5},0.0014457281997475382,"[0.7581899761945885, 0.5479515014732829, 0.33754724023780536]",0.06537914276123047,0.010284539322056365,6.4429991245269775,0.01,0.07368558915119844,0.020322763267931903,LLS,0.4,0.006291262230064157,0.006197714035612607,3.0,0.07365961708936236,True,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[-0.00222674412662055, 0.004970846175861257, -0.0029570184574526925]",-0.018629777590888408,0.020260720124745616,"[-0.06153535730683801, -0.06440989090257054, 0.22918386477442648]",1709878138.7595532,"{'sha256': '68221882e2a4d5c704ba8e5d83480bbcdf8005b2fe0bfd8087754e398dd87298', 'path': 'media/images/line vs geodesic_6_68221882e2a4d5c704ba.png', 'size': 103998, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800}","[-0.008064903446847071, -0.0003021191827627945, 0.01865156195166623]","[0.7627113388191297, 0.5509452189790329, 0.3387193223317444]",6,"[-0.055644396261958495, -0.0667205475545085, 0.2338218502220287]",-0.00021291640821198551,,30,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,2,True,,run_3upek6hl
457,"[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",3,1.0,69.0,"[-0.04492282982887802, 0.05772250022262432, 0.07219705117138123, 0.0012259874391886, 0.0004717691075923295, 0.018552589800457653, -0.005264569640884599, 0.00784280410708832, -0.041199313480849487, 0.006646130007579607, 0.019271901509174905]","[-0.32473145400394915, -0.009739908960935488, 0.2648548002581452, -0.07462217595872285, 0.009716670702938184, -0.05069443047791425, 0.0476740982869849, 0.2697161060389699, 0.20131501133630125, 0.01886753440666364, 0.24765630467080135]",0.0019333362579345703,"[-0.020491124485797596, -0.03433962798941026, -0.050597035075085395, -0.03148673950055059, -0.0249926904770742, -0.02347746019386876, 0.0014358461685927415, 0.03705828565733851, 0.009610494672008252, -0.01192635600704231, 0.008222558665387597]",{'runtime': 5},0.09254402041447486,"[0.4460047427168464, 0.30604903206473816, 0.17031898088821412, 0.4112983336649211, 0.2851976658466692, 0.3569834232432959, 0.0873270731766579, 0.20590499343317684, 0.28917577205475714, 0.1266855056237876, 0.2260059643086063]",0.19788503646850583,-0.00691880768480109,6.650773286819458,0.01,0.26109519446036483,0.07324864875378147,LLS,0.6,0.11450096943755712,0.11411040881628912,3.0,0.2601198659715801,True,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[0.05299697150838139, -0.05235541066810451, -0.06926595314484138, 0.006010540694742522, 0.004498574137609703, -0.012299750626319989, 0.006773143041561902, -0.004014809240747652, 0.04647708191233077, -0.0044133722995553515, -0.014980197850689103]",-0.140983848565502,0.08946499263331967,"[-0.27980862417507113, -0.06746240918355981, 0.19265774908676395, -0.07584816339791145, 0.009244901595345856, -0.0692470202783719, 0.0529386679278695, 0.2618733019318816, 0.2425143248171507, 0.012221404399084037, 0.22838440316162648]",1709878124.6338842,,"[-0.0017450611042722497, 0.01829150465994822, 0.04134221697926643, 0.00953588589760762, 0.0100545833987844, 0.004673946459177292, -0.005770693800122614, -0.04600036154691012, -0.024158920210698764, 0.005373610293040704, -0.018515518710622018]","[0.4694983200182611, 0.32297957201084704, 0.18009367654793346, 0.4344226090821341, 0.3009517586288414, 0.37680150225918385, 0.09190319874686914, 0.21538349275084256, 0.3045191627843325, 0.13360130490946515, 0.23691766239989037]",5,"[-0.3382120221176749, -0.01893870131278596, 0.2596074171183299, -0.08692557188559158, 0.001216289632227269, -0.06132131752068981, 0.045138560727360305, 0.2636687466281529, 0.19266349379371356, 0.015062437383481337, 0.24073818740045708]",-0.04057318253563169,,20,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,10,True,,run_pkje6kik
458,"[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",3,1.0,39.0,"[0.007080547931407916, -0.0038520453245234343, -0.04094173782860144, -0.01390813917964051, -0.08074688357841717, 0.005888841247763427]","[-0.21584913580026863, 0.07841083753858774, 0.4045705131927635, -0.0938174218560281, 0.1416631729211962, -0.14138828349564272]",0.0020742416381835938,"[-0.04207671651443223, -0.02187064775066244, 0.04924709996046714, -0.026715722137924947, -0.027593611489508063, -0.03296295009334377]",{'runtime': 5},-0.1264794167320112,"[0.47329744812126406, 0.35418310461980745, 0.29331015643396363, 0.4624632893809089, 0.3150977326525695, 0.38736169533982034]",0.13378453254699707,-0.018238266698127836,6.458788633346558,0.01,0.28102487073651056,0.0668864112610662,LLS,0.6,0.09213778976579128,0.0824718596013664,3.0,0.2798933987007726,True,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[-0.02696446550719056, -0.01112918740502733, 0.02967019327838788, -0.00561449356812127, 0.06730742421078037, -0.022550701821218128]",-0.10197254802540431,0.0850631850063627,"[-0.22292968373167657, 0.08226288286311118, 0.44551225102136494, -0.07990928267638758, 0.22241005649961337, -0.14727712474340615]",1709878111.2546246,,"[0.01727887401536088, 0.003784409363823349, -0.06254613139766169, 0.002408972117196928, 0.006810328683116762, 0.014025280520035932]","[0.4992244683728906, 0.3731064533815467, 0.30724959109525035, 0.4878627265982858, 0.3366388376952911, 0.40722039038572166]",5,"[-0.21118021817205876, 0.08215760560358375, 0.40757453043616304, -0.08894658294140717, 0.14491534408956663, -0.1371363525899051]",0.03071876918761096,,20,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,5,True,,run_r43eq2op
459,"[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",3,1.0,27.0,"[0.002876557995056591, -0.06259483930231216, -0.01965774541579174, 0.04201041095937752]","[0.028352365888330785, 0.24891052654553356, -0.1235329819958863, -0.17247186387213187]",0.0020744800567626953,"[-0.021945775049584837, -0.0013274577184008152, -0.04147479836921841, 0.00012118229077862086]",{'runtime': 5},-0.037365615763669785,"[0.5914689257267659, 0.4462636630922724, 0.24901680371385965, 0.5823575797807603]",0.0994410514831543,0.01858778693666896,6.51377534866333,0.01,0.2013366576485006,0.041451600217714574,LLS,0.6,0.07795954128257217,0.07770118875022948,3.0,0.20083266048154064,True,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.0077331374896627, 0.05933951435471446, 0.017693327902743583, -0.04629731635459439]",-0.06462684884642544,0.04694201499122128,"[0.02547580789327419, 0.3115053658478457, -0.10387523658009457, -0.2144822748315094]",1709878094.713035,,"[0.007405280101601797, -0.00957948891952759, 0.03642039250745149, -0.01565839675285674]","[0.6065325493298741, 0.45756090900131025, 0.2543000808689596, 0.5984043365713012]",5,"[0.030788727174771536, 0.2503701464546404, -0.12264936100959188, -0.17052719762014684]",0.02300238841320096,,20,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,3,True,,run_iy55yf0a
460,"[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",3,0.0,7.0,"[0.02473967050303262, 0.02750385084010344, -0.1350949259117029]","[-0.03679568680380539, -0.0369060400624671, 0.09408893886272356]",0.002040863037109375,"[-0.006784055043617787, -0.007671392216542117, 0.0010954013669056684]",{'runtime': 5},-0.08285140456856685,"[0.747705435392084, 0.5428579580526731, 0.35839505615855377]",0.039845943450927734,-0.001488171570454888,6.7852489948272705,0.01,0.12990365157118738,0.005141384428810662,LLS,0.6,0.1400683837085364,0.13925228049128635,1.0,0.12968656801713926,True,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[-0.035650555847020066, -0.03542620309898074, 0.1298661604260793]",-0.013360045893254235,0.010299202179269893,"[-0.06153535730683801, -0.06440989090257054, 0.22918386477442648]",1709878081.738542,"{'sha256': '722ff1b06a8cdf50190710953d05260715d2c989c15da0c127cc258c5212149c', 'path': 'media/images/line vs geodesic_6_722ff1b06a8cdf501907.png', 'size': 103977, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800}","[5.1267063714388605e-05, 0.0027831858236986307, -0.004322624457867907]","[0.7544481950550023, 0.547753416302662, 0.3616270397896317]",6,"[-0.026270572733121743, -0.029264472056897303, 0.09913390532931048]",0.058789401480078496,,20,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,2,True,,run_npbuuea5
461,"[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",3,1.0,69.0,"[0.0218498511967814, 0.010978078675275518, -0.004765964254081351, 0.04857857339634833, 0.0021231410205817206, -0.035935002385044476, -0.018336306690667194, 0.10663940993399418, -0.05765864481476499, 0.004049987645971798, -0.13644529876438907]","[-0.25795877297828973, -0.05648433050828429, 0.1878917848326826, -0.027269590001563117, 0.011368042615927576, -0.10518202266341638, 0.034602361237202305, 0.36851271186587575, 0.18485568000238575, 0.016271392045055833, 0.0919391043972374]",0.002081632614135742,"[-0.030042641737274445, -0.007537412390166975, 0.008320746201631951, -0.0036044948275083537, -0.006902563285885122, -0.005944111461246626, -0.0017116459390034283, 0.004484262417702972, -0.011422500504013113, -0.003648262986899464, -0.04752776201533487]",{'runtime': 5},-0.05892217503999411,"[0.4364532254653696, 0.33285124766398144, 0.22923676216493147, 0.4391805783379633, 0.3032877930378583, 0.3745167719759181, 0.08417958106906173, 0.1733309701935413, 0.2681427768787358, 0.13496359864393043, 0.17025564362788384]",0.20407867431640625,0.008603149571085433,6.84474778175354,0.01,0.1944893555005834,0.05074545877138381,LLS,0.4,0.1947890749304484,0.1949829499988802,3.0,0.19402622236115263,True,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[-0.025208125320884345, -0.013597562135930386, 0.0030986462159966477, -0.051975684232597866, -0.004516247412076731, 0.033018537172758156, 0.017688513068547754, -0.10800361638646656, 0.05555850557311465, -0.005115544565966693, 0.13522474950851995]",-0.10553638652799747,0.059584291498766234,"[-0.27980862417507113, -0.06746240918355981, 0.19265774908676395, -0.07584816339791145, 0.009244901595345856, -0.0692470202783719, 0.0529386679278695, 0.2618733019318816, 0.2425143248171507, 0.012221404399084037, 0.22838440316162648]",1709878063.3483598,,"[0.014758748881945947, -0.0030019261255685437, -0.016478367061050936, -0.01028584314595632, -0.0027311408675561033, -0.00588728914852954, -0.000959057047401568, -0.011867137566151542, 0.003539287630968835, -0.0006050649266679531, 0.042120938947053155]","[0.4523257190905263, 0.3438319040169405, 0.23769328820322513, 0.4536504750616217, 0.3133236587433968, 0.3868436201180174, 0.08696181622704716, 0.18094167442380893, 0.2763832897267077, 0.13939610796479707, 0.17590698256117307]",5,"[-0.2572495314445873, -0.05583750702894183, 0.18823689732932025, -0.02645697110354435, 0.01196351062895582, -0.1044777547558092, 0.03475180637501261, 0.3688684517803246, 0.18535297719632057, 0.016535430821772255, 0.09202461428916618]",0.036172171485014615,,20,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,10,True,,run_0d61z0j8
462,"[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",3,1.0,39.0,"[-0.03981172000513769, 0.000898366131945133, -0.02574110277018843, -0.009906252981632307, -0.024903771689744808, 0.047259370164134104]","[-0.26274140373681426, 0.08316124899505631, 0.4197711482511765, -0.08981553565801989, 0.19750628480986857, -0.10001775457927203]",0.002111673355102539,"[-0.029546358295724884, -0.02098381911335373, 0.026101565946780453, -0.018234860657076135, -0.008254506893485947, -0.013511809678905362]",{'runtime': 5},-0.052205111150624,"[0.4858278063399714, 0.35506993325711617, 0.27016462242027695, 0.4709441508617577, 0.33443683724859163, 0.4068128357542587]",0.11464738845825195,-0.014085380681822551,6.308710098266602,0.01,0.19438086734549684,0.03853808383469911,LLS,0.4,0.07211216432836828,0.06933293849246602,3.0,0.19391650723267373,True,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[0.02973621036430238, -0.008376511621479926, 0.020628483319780677, 0.00023733391348566837, 0.0178320981948846, -0.05575906947512914]",-0.0644297886917656,0.05077219441812595,"[-0.22292968373167657, 0.08226288286311118, 0.44551225102136494, -0.07990928267638758, 0.22241005649961337, -0.14727712474340615]",1709878049.607687,,"[0.01292460544740226, 0.009254739111449917, -0.034834278182463735, 0.002304290430396816, -0.003708219189476225, -2.6518299131583767e-05]","[0.502826106596139, 0.36707385627723493, 0.27909594149526984, 0.4872370649738145, 0.3466560376271582, 0.4206634998384556]",5,"[-0.2619233235974827, 0.08388291283550028, 0.42012723042830896, -0.0890241461365212, 0.1983104439766739, -0.09916428036408602]",0.004298544695844259,,20,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,5,True,,run_r7mz4rgr
463,"[-0.5, -0.4473684210526316, -0.3947368421052632, -0.34210526315789475, -0.2894736842105263, -0.2368421052631579, -0.1842105263157895, -0.13157894736842107, -0.07894736842105265, -0.026315789473684237, 0.026315789473684292, 0.07894736842105265, 0.13157894736842102, 0.1842105263157895, 0.23684210526315796, 0.2894736842105263, 0.3421052631578947, 0.3947368421052632, 0.4473684210526317, 0.5]",3,0.0,9.0,"[0.012351881507526176, -0.09378338482849558, -0.01654620096151703, 0.07562748192573063]","[0.03782768940080037, 0.21772198101935017, -0.1204214375416116, -0.13885479290577876]",0.002427816390991211,"[-0.008590547200840959, 0.006634295030418069, -0.010490107679248128, -0.013835989937914572]",{'runtime': 5},-0.02235022235675581,"[0.6048241535755098, 0.4542254158410913, 0.28000149440382993, 0.5684004075520671]",0.04702949523925781,0.0008449402539666973,6.3341546058654785,0.01,0.13762427067166044,0.015689392906208174,LLS,0.4,0.12223414022011724,0.12222857836153124,1.0,0.13737483013802795,True,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.00939371030391617, 0.0960339420396096, 0.01790126391404251, -0.07286021068882376]",-0.02628234978758559,0.020476531650765472,"[0.02547580789327419, 0.3115053658478457, -0.10387523658009457, -0.2144822748315094]",1709878036.467141,,"[0.0005247380183268646, -0.01269228762967034, 0.006756333172897533, 0.00625615669241264]","[0.6129654256185884, 0.4603395444806002, 0.2837704714278692, 0.5760513955622547]",5,"[0.0321555783046017, 0.21346220236114535, -0.1230473240475841, -0.1441853178851477]",0.03168128496091219,,20,3,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,3,True,,run_9d2tfi5t
